"Protein ID","Protein Description (TAIR10)","Gene name","Subcellular localisation marker (known localisation)","PepNumber_Gradient A","PepNumber_Gradient B","misssing_values_Gradient A","misssing_values_Gradient B",A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,B_1,B_2,B_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10
AT2G31390,"pfkB-like carbohydrate kinase family protein; FUNCTIONS IN: kinase activity, ribokinase activity; INVOLVED IN: D-ribose metabolic process, acetate fermentation, sucrose biosynthetic process, sucrose catabolic process, using beta-fructofuranosidase; LOCATED IN: plasma membrane; EXPRESSED IN: 27 plant structures; EXPRESSED DURING: 16 growth stages; CONTAINS InterPro DOMAIN/s: Carbohydrate/purine kinase (InterPro:IPR011611), Ribokinase (InterPro:IPR002139), Carbohydrate/puine kinase, PfkB, conserved site (InterPro:IPR002173); BEST Arabidopsis thaliana protein match is: pfkB-like carbohydrate kinase family protein (TAIR:AT1G06030.1); Has 18509 Blast hits to 18503 proteins in 2397 species: Archae - 386; Bacteria - 14053; Metazoa - 143; Fungi - 116; Plants - 466; Viruses - 0; Other Eukaryotes - 3345 (source: NCBI BLink)."," "," ",6,6,0,0,0.057429557,0.02838397,0.033865488,0.047712628,0.065643335,0.092668951,0.15006754,0.165552496,0.180529982,0.178146053,0.065909733,0.042085947,0.03782709,0.05302351,0.075024339,0.105164217,0.117643866,0.17730554,0.180124891,0.145890869
AT5G62690,"encodes tubulin beta-2/beta-3 chain",TUB2," ",5,5,0,0,0.135243432,0.099287835,0.127217939,0.115849623,0.113866805,0.095528604,0.071708389,0.075366346,0.084613832,0.081317196,0.097813533,0.11234245,0.110064334,0.105214219,0.091791296,0.101820493,0.1063188,0.082122822,0.085418103,0.10709395
AT3G19820,"Involved in the conversion of the early brassinosteroid precursor  24-methylenecholesterol to campesterol. Brassinosteroids affect cellular elongation. Mutants have dwarf phenotype.  DWF1 is a Ca2+-dependent calmodulin-binding protein.",DWF1," ",13,14,0,0,0.224207495,0.188731562,0.119522327,0.109777326,0.10000714,0.076914233,0.055873179,0.044403273,0.041299944,0.039263523,0.242637532,0.183622222,0.132958978,0.105640416,0.082948068,0.07327441,0.054474248,0.042053834,0.045132742,0.03725755
AT3G16420,"The PBP1(PYK10-binding protein 1) assists the PYK10 (beta-glucosidase complex) in its activity and may act like a molecular  chaperone that facilitates the correct polymerization of PYK10, when tissues are damaged and subcellular structures are destroyed by pests.",PBP1," ",8,8,0,0,0.070223765,0.065401115,0.066584404,0.082888205,0.093471503,0.097112501,0.131472862,0.139184906,0.123395466,0.130265273,0.063219943,0.049969645,0.057684728,0.07217375,0.080505631,0.090840977,0.142114766,0.164233259,0.147382859,0.131874442
AT3G42050,"vacuolar ATP synthase subunit H family protein; FUNCTIONS IN: binding, hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances, proton-transporting ATPase activity, rotational mechanism; INVOLVED IN: ATP synthesis coupled proton transport; LOCATED IN: vacuolar membrane, chloroplast, plasma membrane, vacuole, plant-type vacuole; EXPRESSED IN: 27 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: ATPase, V1 complex, subunit H (InterPro:IPR004908), ATPase, V1 complex, subunit H, C-terminal (InterPro:IPR011987), Armadillo-like helical (InterPro:IPR011989), Armadillo-type fold (InterPro:IPR016024); Has 505 Blast hits to 479 proteins in 224 species: Archae - 0; Bacteria - 0; Metazoa - 202; Fungi - 135; Plants - 70; Viruses - 0; Other Eukaryotes - 98 (source: NCBI BLink)."," "," ",11,12,0,0,0.328682546,0.181837609,0.12088011,0.082883658,0.074583382,0.069493721,0.043198003,0.035048986,0.027478758,0.035913227,0.345786113,0.184104233,0.117898996,0.089720386,0.077102786,0.056690779,0.066389941,0.022203349,0.020008346,0.020095072
AT4G21150,"HAPLESS 6 (HAP6); FUNCTIONS IN: dolichyl-diphosphooligosaccharide-protein glycotransferase activity; INVOLVED IN: response to cold, protein amino acid terminal N-glycosylation; LOCATED IN: in 6 components; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Ribophorin II (InterPro:IPR008814); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",HAP6," ",22,24,0,0,0.10015589,0.13271019,0.137088426,0.119521913,0.112110749,0.103391245,0.083065005,0.073538205,0.069571663,0.068846715,0.093050661,0.115088454,0.132484329,0.121914358,0.111814236,0.102839856,0.083343707,0.08464299,0.074080946,0.080740464
AT5G41290,"Receptor-like protein kinase-related family protein; INVOLVED IN: biological_process unknown; LOCATED IN: anchored to plasma membrane, anchored to membrane; EXPRESSED IN: callus; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF26 (InterPro:IPR002902); BEST Arabidopsis thaliana protein match is: Receptor-like protein kinase-related family protein (TAIR:AT5G41280.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink)."," "," ",3,5,0,0,0.144842107,0.138346994,0.160367098,0.181007296,0.159940748,0.132083334,0.017506059,0.031559462,0.01341745,0.020929451,0.154422545,0.168108799,0.165765449,0.154910247,0.145981896,0.124568293,0.025090981,0.023397274,0.015767192,0.021987324
AT2G29550,"Encodes a beta-tubulin that is expressed in leaves, roots and flowers.",TUB7," ",3,4,0,0,0.104733878,0.09032435,0.108441965,0.093912984,0.09121701,0.078433102,0.114779602,0.101166885,0.106690225,0.110299999,0.10928532,0.112545101,0.097578626,0.097132665,0.0795844,0.075983729,0.09403729,0.103396404,0.127237839,0.103218627
AT5G62200,"Embryo-specific protein 3, (ATS3); FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane, anchored to membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Lipase/lipooxygenase, PLAT/LH2 (InterPro:IPR008976), Embryo-specific 3 (InterPro:IPR010417); BEST Arabidopsis thaliana protein match is: Embryo-specific protein 3, (ATS3) (TAIR:AT2G41475.1); Has 109 Blast hits to 109 proteins in 16 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 109; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."," "," ",2,2,0,0,0.312425734,0.208824494,0.135100882,0.082389697,0.067516545,0.058528642,0.041088532,0.030910008,0.034249511,0.028965956,0.352972748,0.190094424,0.111792185,0.07351513,0.058443453,0.05406471,0.049994496,0.036501386,0.041055447,0.03156602
AT5G02490,"Heat shock protein 70 (Hsp 70) family protein; FUNCTIONS IN: protein binding; INVOLVED IN: protein folding, response to cadmium ion, response to heat, response to bacterium; LOCATED IN: cytosol, cell wall, plasma membrane; EXPRESSED IN: 19 plant structures; EXPRESSED DURING: 10 growth stages; CONTAINS InterPro DOMAIN/s: Heat shock protein 70, conserved site (InterPro:IPR018181), Heat shock protein Hsp70 (InterPro:IPR001023), Heat shock protein 70 (InterPro:IPR013126); BEST Arabidopsis thaliana protein match is: heat shock cognate protein 70-1 (TAIR:AT5G02500.1); Has 34231 Blast hits to 33880 proteins in 4856 species: Archae - 163; Bacteria - 16495; Metazoa - 3845; Fungi - 1761; Plants - 1263; Viruses - 309; Other Eukaryotes - 10395 (source: NCBI BLink).",Hsp70-2," ",3,3,1,0,0.104812254,0.098544012,0,0.092957306,0.104220823,0.11606232,0.096433861,0.113839968,0.133092169,0.140037287,0.075034914,0.055462879,0.079755291,0.079805735,0.07537544,0.105033006,0.31739549,0.043445709,0.073433736,0.0952578
AT1G75780,"beta tubulin gene downregulated by phytochrome A (phyA)-mediated far-red light high-irradiance and the phytochrome B (phyB)-mediated red light high-irradiance responses",TUB1," ",3,3,0,0,0.18600294,0.101649118,0.161272331,0.197726455,0.128189539,0.107450067,0.030259738,0.024583234,0.053493579,0.009372998,0.069676022,0.124659344,0.162735472,0.160033886,0.084862988,0.058295881,0.056611232,0.156515199,0.073636937,0.05297304
AT5G54500,"Encodes a flavin mononucleotide-binding flavodoxin-like quinone reductase that is a primary auxin-response gene.",FQR1," ",2,2,0,0,0.132086935,0.121344397,0.110229217,0.096200599,0.082492058,0.072090279,0.125906545,0.121206609,0.130335213,0.008108149,0.145682566,0.119806492,0.111380656,0.093166899,0.080391264,0.069082915,0.050927808,0.102302987,0.120838001,0.106420411
AT2G36530,"Involved in light-dependent cold tolerance and encodes an enolase. Protein is tyrosine-phosphorylated and its phosphorylation state is modulated in response to ABA in Arabidopsis thaliana seeds.",LOS2,Cytosol,14,14,0,0,0.049713314,0.030385549,0.027833119,0.037809302,0.049585731,0.071444306,0.17385104,0.165863935,0.2026103,0.190903404,0.050177723,0.03167139,0.024643327,0.029323823,0.041924081,0.063793096,0.158894216,0.202464851,0.204685402,0.19242209
AT1G56330,"Encodes a small GTP-binding protein implicated in ER to cis-Golgi transport of other proteins.  A member of ARF-like GTPase family. A thaliana has 21 members, in two subfamilies, ARF and ARF-like (ARL) GTPases.   The protein is found associated to the ER and free in the cytosol.",SAR1B," ",3,2,2,2,0.226915571,0.074991908,0.126882952,0.134485451,0.092633799,0.06294531,0.260062912,0.021082097,0,0,0.17219897,0.190725661,0.135172402,0.123136207,0.059111098,0.018114388,0.107704374,0.193836899,0,0
AT5G44340,"beta tubulin gene","TUBULIN BETA CHAIN 4 (TUB4)"," ",3,2,0,0,0.099546393,0.140920897,0.104760275,0.086220358,0.086275826,0.076798153,0.098815851,0.102599623,0.105131986,0.098930637,0.09589715,0.106083092,0.101741822,0.086312145,0.079148487,0.090272407,0.110060153,0.103818539,0.100387689,0.126278518
AT3G55440,"Encodes triosephosphate isomerase.","TRIOSEPHOSPHATE ISOMERASE (TPI)"," ",9,10,0,0,0.054083832,0.057908093,0.055839743,0.071518736,0.126226361,0.18336601,0.09487253,0.120058882,0.11181049,0.124315325,0.060619296,0.04481575,0.057889655,0.085674688,0.126668892,0.167255879,0.104635953,0.110338319,0.109623054,0.132478514
AT4G20890,"tubulin 9","TUBULIN BETA-9 CHAIN (TUB9)"," ",3,3,0,0,0.090696517,0.137110787,0.105653732,0.089006134,0.093476401,0.091013167,0.119350299,0.068035162,0.1042375,0.101420302,0.113436281,0.105080879,0.093506615,0.098916904,0.098476027,0.117595838,0.066915706,0.0937358,0.092074671,0.12026128
AT3G12580,"heat shock protein 70 (HSP70); FUNCTIONS IN: ATP binding; INVOLVED IN: in 9 processes; LOCATED IN: cytosol, mitochondrion, cell wall, plasma membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 11 growth stages; CONTAINS InterPro DOMAIN/s: Heat shock protein 70, conserved site (InterPro:IPR018181), Heat shock protein Hsp70 (InterPro:IPR001023), Heat shock protein 70 (InterPro:IPR013126); BEST Arabidopsis thaliana protein match is: heat shock cognate protein 70-1 (TAIR:AT5G02500.1); Has 34126 Blast hits to 33731 proteins in 4830 species: Archae - 159; Bacteria - 16481; Metazoa - 3906; Fungi - 1752; Plants - 1258; Viruses - 310; Other Eukaryotes - 10260 (source: NCBI BLink).","HEAT SHOCK PROTEIN 70 (HSP70)",Cytosol,3,2,0,0,0.070332433,0.087443175,0.103052883,0.050222341,0.08548488,0.126503525,0.107048296,0.137010716,0.106680864,0.126220887,0.071955713,0.062458065,0.046287685,0.038019103,0.075867348,0.09243248,0.252602128,0.112999392,0.099261819,0.148116266
AT1G11580,"methylesterase PCR A (PMEPCRA); FUNCTIONS IN: enzyme inhibitor activity, pectinesterase activity; INVOLVED IN: cell wall modification; LOCATED IN: cell wall, plasma membrane, plant-type cell wall; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Pectinesterase, active site (InterPro:IPR018040), Pectin lyase fold/virulence factor (InterPro:IPR011050), Pectinesterase inhibitor (InterPro:IPR006501), Pectinesterase, catalytic (InterPro:IPR000070), Pectin lyase fold (InterPro:IPR012334); BEST Arabidopsis thaliana protein match is: Plant invertase/pectin methylesterase inhibitor superfamily (TAIR:AT1G11590.1); Has 3127 Blast hits to 3075 proteins in 484 species: Archae - 6; Bacteria - 913; Metazoa - 1; Fungi - 197; Plants - 1984; Viruses - 0; Other Eukaryotes - 26 (source: NCBI BLink).","METHYLESTERASE PCR A (PMEPCRA)"," ",15,16,0,0,0.104255351,0.124707048,0.079161097,0.089604901,0.101295682,0.097957454,0.100244625,0.109257354,0.092032017,0.101484471,0.116241082,0.104507511,0.097408965,0.094712581,0.09775844,0.09935822,0.092474717,0.097906147,0.096614551,0.103017786
AT4G34180,"Cyclase family protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: response to salt stress; LOCATED IN: cell wall; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Putative cyclase (InterPro:IPR007325); BEST Arabidopsis thaliana protein match is: Cyclase family protein (TAIR:AT1G44542.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."," "," ",4,4,0,0,0.246242332,0.171380852,0.169256555,0.149995301,0.098919126,0.056582786,0.036082759,0.008999181,0.034433337,0.028107772,0.220706466,0.223668309,0.180585574,0.148988644,0.097010648,0.068320785,0.021781985,0.010059914,0.012226156,0.016651518
AT2G47470,"Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily. Transcript levels for this gene are up-regulated in response to three different chemical inducers of ER stress (dithiothreitol, beta-mercaptoethanol, and tunicamycin). AtIRE1-2 does not appear to be required for this response, but the atbzip60 mutant has a diminished response.","UNFERTILIZED EMBRYO SAC 5 (UNE5)",ER,11,11,0,0,0.136480158,0.135956122,0.141043909,0.11938197,0.093015844,0.083247483,0.086914023,0.077030501,0.066010654,0.060919337,0.110769932,0.157098305,0.158541257,0.142222955,0.113449609,0.08439327,0.046901311,0.062539153,0.071841192,0.052243016
AT5G48580,"immunophilin (FKBP15-2)","FK506- AND RAPAMYCIN-BINDING PROTEIN 15 KD-2 (FKBP15-2)"," ",3,3,0,0,0.124907482,0.187589657,0.180194776,0.121860257,0.111458209,0.090021975,0.053355992,0.0519853,0.04514931,0.033477042,0.098062542,0.126443179,0.119003171,0.103180174,0.087729389,0.074955704,0.27780338,0.03801004,0.034727915,0.040084505
AT3G52930,"Aldolase superfamily protein; FUNCTIONS IN: copper ion binding; INVOLVED IN: response to cadmium ion, response to karrikin, response to salt stress, pentose-phosphate shunt; LOCATED IN: in 8 components; EXPRESSED IN: 29 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Aldolase-type TIM barrel (InterPro:IPR013785), Fructose-bisphosphate aldolase, class-I (InterPro:IPR000741); BEST Arabidopsis thaliana protein match is: Aldolase superfamily protein (TAIR:AT2G36460.1); Has 5003 Blast hits to 4997 proteins in 974 species: Archae - 0; Bacteria - 709; Metazoa - 1414; Fungi - 8; Plants - 477; Viruses - 0; Other Eukaryotes - 2395 (source: NCBI BLink).","FRUCTOSE-BISPHOSPHATE ALDOLASE 8 (FBA8)"," ",7,9,0,0,0.085285465,0.045859344,0.044692617,0.029075569,0.03320896,0.039255605,0.085245603,0.181922646,0.205597145,0.249857045,0.066230769,0.043665617,0.032585833,0.019834429,0.033138368,0.037512351,0.194918843,0.151165676,0.209862825,0.211085289
AT1G49300,"encodes a small GTPase involved in membrane trafficking. Gene expression is induced by hydrogen peroxide and lines. Lines overexpressing the gene are more tolerant to high salt and hyperosmotic conditions.","RAB GTPASE HOMOLOG  G3E (RABG3E)"," ",4,4,0,0,0.210415862,0.168156781,0.127582698,0.108841357,0.105327252,0.076842406,0.035651085,0.065938443,0.047392979,0.053851137,0.24562406,0.153595445,0.101975813,0.099355718,0.072041397,0.065299956,0.123879554,0.044308605,0.042630883,0.051288569
AT3G03520,"Lysophosphatidic acid phosphatase highly expressed during phosphate starvation and abiotic stresses.  Role in lipid synthesis.","NON-SPECIFIC PHOSPHOLIPASE C3 (NPC3)"," ",13,13,0,0,0.284824092,0.208248245,0.118804418,0.090174048,0.083855118,0.06191934,0.040462491,0.036564265,0.036039705,0.039108279,0.317926439,0.190159143,0.118884762,0.092351379,0.068219703,0.057969263,0.060957829,0.035190437,0.028169327,0.030171719
AT3G09260,"Encodes beta-glucosidase.The major constituent of ER bodies. One of the most abundant proteins in Arabidopsis seedlings. Exist in an soluble (inactive) and non-soluble (active) form, most probably formed in a polymerization process. Involved in the mutualistic interaction between Arabidopsis and the endophytic fungus Piriformospora indica."," (PYK10)",ER,11,10,0,0,0.171042558,0.134358423,0.113146591,0.165617113,0.084909348,0.092665026,0.053393901,0.074907405,0.067803001,0.042156633,0.158333222,0.189095399,0.137704351,0.131350599,0.085984201,0.064196777,0.094637243,0.046704953,0.052255844,0.039737411
AT1G09630,"Encodes a putative GTP-binding protein. Associates with organelles on a pathway from the Golgi to the plasma membrane in interphase. In dividing cells acts at the cell plate.","RAB GTPASE 11C (RAB11c)"," ",6,5,0,0,0.095714905,0.094487534,0.0425371,0.100573889,0.109420965,0.135153126,0.095960023,0.124100612,0.09466816,0.107383687,0.129757943,0.125001721,0.132964896,0.131983325,0.11165503,0.094866844,0.073013412,0.065325827,0.081034106,0.054396897
AT1G02130,"Belongs to the Rab1 GTPase subfamily. This small GTP-binding protein is required in ER to Golgi transportation.","RAS 5 (RA-5)"," ",4,5,0,0,0.166402619,0.131357815,0.072153258,0.134931565,0.133294759,0.113083013,0.07046652,0.071761883,0.063542617,0.043005952,0.141306402,0.150577413,0.135396412,0.122209692,0.139629954,0.117627204,0.063250439,0.065229146,0.023210903,0.041562435
AT4G34870,"belongs to cyclophilin family","ROTAMASE CYCLOPHILIN 5 (ROC5)"," ",6,7,0,0,0.07009135,0.071040879,0.084471614,0.105152675,0.119516126,0.137154027,0.104273554,0.111094415,0.105408892,0.091796467,0.071957977,0.078958637,0.085805391,0.107482479,0.116713946,0.121741627,0.103385147,0.099520719,0.102930554,0.111503523
AT2G31610,"Ribosomal protein S3 family protein; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: response to salt stress, translation, response to abiotic stimulus; LOCATED IN: in 6 components; EXPRESSED IN: root, cultured cell, leaf; CONTAINS InterPro DOMAIN/s: K Homology, prokaryotic type (InterPro:IPR009019), K Homology, type 2 (InterPro:IPR004044), K Homology (InterPro:IPR004087), Ribosomal protein S3, C-terminal (InterPro:IPR001351), Ribosomal protein S3, eukaryotic/archaeal (InterPro:IPR005703); BEST Arabidopsis thaliana protein match is: Ribosomal protein S3 family protein (TAIR:AT5G35530.1); Has 6036 Blast hits to 6033 proteins in 2161 species: Archae - 256; Bacteria - 3766; Metazoa - 374; Fungi - 151; Plants - 165; Viruses - 0; Other Eukaryotes - 1324 (source: NCBI BLink)."," "," ",2,2,0,1,0.191714719,0.138430061,0.132124279,0.132803432,0.118046893,0.10764683,0.04342373,0.048758862,0.039181042,0.047870152,0.21772407,0.166391473,0.150244952,0.144132748,0.130715551,0.098591735,0.019605569,0,0.046228109,0.026365794
