Majority protein IDs,Lead protein ID,Protein names,Gene names,Class,nRatio H/L AP4B1_1_03K,nRatio H/L AP4B1_1_06K,nRatio H/L AP4B1_1_12K,nRatio H/L AP4B1_1_24K,nRatio H/L AP4B1_1_80K,nRatio H/L AP4B1_2_03K,nRatio H/L AP4B1_2_06K,nRatio H/L AP4B1_2_12K,nRatio H/L AP4B1_2_24K,nRatio H/L AP4B1_2_80K,nRatio H/L AP4E1_1_03K,nRatio H/L AP4E1_1_06K,nRatio H/L AP4E1_1_12K,nRatio H/L AP4E1_1_24K,nRatio H/L AP4E1_1_80K,nRatio H/L AP4E1_2_03K,nRatio H/L AP4E1_2_06K,nRatio H/L AP4E1_2_12K,nRatio H/L AP4E1_2_24K,nRatio H/L AP4E1_2_80K,nRatio H/L WT_1_03K,nRatio H/L WT_1_06K,nRatio H/L WT_1_12K,nRatio H/L WT_1_24K,nRatio H/L WT_1_80K,nRatio H/L WT_2_03K,nRatio H/L WT_2_06K,nRatio H/L WT_2_12K,nRatio H/L WT_2_24K,nRatio H/L WT_2_80K
P63092;P63092-4;Q5JWF2,P63092,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas,GNAS,Plasma membrane,0.736391227,0.847111065,0.968688689,2.24321309,8.136081968,0.690857124,0.955831184,1.047609183,2.197947808,7.428086883,0.747822291,0.934737144,0.955898498,2.072326507,7.282923822,0.796720916,0.970882485,1.011279437,1.954185903,5.724256718,0.702672319,0.974386277,1.007061259,2.418912729,8.060136263,0.759355722,1.009934865,1.120927725,2.504041512,6.774767235
Q8IZP9;Q8IZP9-8;Q8IZP9-7;Q8IZP9-5;Q8IZP9-6;Q8IZP9-3;Q8IZP9-4;Q8IZP9-2;Q8IZP9-10,Q8IZP9,G-protein coupled receptor 64,GPR64,Plasma membrane,1.039970727,0.919738288,0.861848515,1.494979546,2.676115099,0.822981679,0.927340456,0.822095633,1.227701304,2.416521578,0.998110492,1.021930955,0.835201105,1.56593587,2.445394797,0.962656287,0.981484247,0.931279965,1.334901638,2.275608191,0.954105948,0.971045991,0.910939406,1.706655392,3.083720307,0.880239731,0.984983179,0.859014842,1.575002544,2.631377062
Q7Z2K8;Q7Z2K8-2,Q7Z2K8,G protein-regulated inducer of neurite outgrowth 1,GPRIN1,Plasma membrane,0.721438975,0.935154792,1.053853854,2.425436965,5.862077428,0.63997901,0.938502054,1.086311065,2.633682666,2.520082487,0.682746813,0.953387767,1.052414984,2.125133001,5.327631216,0.703123512,0.907212185,1.071586121,2.115329197,5.386304022,0.751047939,0.975567776,1.002343894,2.495860198,6.89982571,0.697596835,1.037005225,1.138091518,2.372113004,4.821982774
P98160,P98160,Basement membrane-specific heparan sulfate proteoglycan core protein;Endorepellin;LG3 peptide,HSPG2,Plasma membrane,0.941920116,0.843231122,1.087874541,1.914218421,3.377753236,0.901738363,0.792105012,0.887611485,1.563126253,1.720997677,0.941411606,0.84211431,1.237258761,2.552182537,4.105524144,0.916213179,0.724891743,1.029770317,2.172611521,2.701370048,0.929625134,0.836573946,1.306591741,3.157664799,4.759589016,0.824731649,0.714322525,0.998635698,2.016459975,3.093884762
P05362,P05362,Intercellular adhesion molecule 1,ICAM1,Plasma membrane,0.6538812,0.839572469,0.958718719,2.411801165,9.977544635,0.545971172,0.855813446,0.992611773,2.012659198,7.943181989,0.692064748,0.929136227,0.926980839,2.177676777,9.478676094,0.608560924,0.840212035,0.847423824,1.521686712,5.603350257,0.68615644,0.89048529,0.993130985,2.511080576,10.15552062,0.61926278,0.939717987,0.983089263,2.250471981,8.189257361
P08069,P08069,Insulin-like growth factor 1 receptor;Insulin-like growth factor 1 receptor alpha chain;Insulin-like growth factor 1 receptor beta chain,IGF1R,Plasma membrane,0.927627944,0.899099352,0.831458125,1.680798314,4.135959261,0.776759298,0.944710522,0.872685425,1.490960062,4.26777319,0.875094646,0.981678843,1.029007423,2.062605909,5.385352031,0.853679445,0.974600567,0.938781979,1.968418267,4.349367887,0.858933344,0.976588824,0.962534659,2.257830391,6.628152157,0.848997413,0.938529812,1.048542728,2.081237211,4.775139194
Q969P0;Q969P0-3,Q969P0,Immunoglobulin superfamily member 8,IGSF8,Plasma membrane,0.88374696,0.999992624,0.990977644,1.906532788,3.883183017,0.798519544,1.010233739,0.9438863,1.689499217,3.772346628,0.789023117,1.017318436,0.99308821,1.997714346,4.422857443,0.853158754,1.034746902,0.967627752,1.66024642,4.433912348,0.826152733,0.988287119,0.985248993,2.199203749,6.0354431,0.809842091,0.903772099,0.920056332,2.208191551,4.400855506
Q9NPH3;Q9NPH3-5;Q9NPH3-2,Q9NPH3,Interleukin-1 receptor accessory protein,IL1RAP,Plasma membrane,0.953198878,0.817310742,0.967354021,2.071649932,6.444567151,0.894894325,0.946961944,0.890384947,1.732645619,6.207834303,0.892434464,1.001446784,1.115939927,2.42752243,2.444082961,1.100512436,0.976377482,1.059646296,2.039815332,5.435499668,0.961269606,1.03629097,1.048112684,2.602684706,7.121040379,0.813716654,0.899878319,0.991297077,2.668641261,5.066894492
P40189;P40189-3,P40189,Interleukin-6 receptor subunit beta,IL6ST,Plasma membrane,1.204617692,0.814360215,0.873753754,2.115408454,5.85962329,0.942579298,0.906559144,0.856976811,2.191158273,5.244878401,1.065150513,0.89416989,0.975867426,2.212881107,4.037439819,1.023869243,0.887531731,0.892990636,2.020642809,5.083137264,1.035274138,0.845515411,0.922000813,2.525173519,6.408034419,0.938182584,0.836862071,0.870875463,2.366686639,5.507549604
P06213;P06213-2,P06213,Insulin receptor;Insulin receptor subunit alpha;Insulin receptor subunit beta,INSR,Plasma membrane,0.995200069,0.923146147,1.012746079,1.887690591,4.471808086,0.748545781,0.911839753,0.959525865,1.730674464,6.097851011,0.883675878,0.994284486,1.0165372,1.938077161,6.998255257,0.874430891,1.012124832,1.019785242,1.857264681,4.684843914,0.812100483,1.003194422,1.039816629,2.278969806,6.858751691,0.870289948,1.011881755,1.10321381,2.064053721,5.907637944
P46940,P46940,Ras GTPase-activating-like protein IQGAP1,IQGAP1,Plasma membrane,0.578675104,0.851758145,0.972092092,1.485930333,2.964844469,0.499826945,0.901087505,0.944645837,1.583275841,2.997145051,0.597862196,0.935868787,0.947336441,1.571452967,3.436093875,0.583669348,0.909885023,0.938966888,1.49969124,3.07196974,0.623011009,0.905669735,0.982394913,1.526265722,2.958548149,0.605614019,0.952988333,1.000583129,1.539731169,2.789459613
P26006;P26006-1,P26006,Integrin alpha-3;Integrin alpha-3 heavy chain;Integrin alpha-3 light chain,ITGA3,Plasma membrane,0.987508699,0.766753461,0.874074074,2.215445643,6.376832935,0.875724318,0.80299371,0.821209506,1.993604696,5.66644757,0.830783293,0.779086091,0.885012947,2.247822717,6.139920503,0.854847825,0.760937733,0.866456223,1.978180963,5.149782166,0.888652359,0.789459866,0.856327406,2.545326428,7.531171158,0.83297241,0.840956267,0.949663876,2.371660807,7.239948391
P23229-2;P23229-4;P23229-6;P23229-9;P23229-7,P23229,Integrin alpha-6;Integrin alpha-6 heavy chain;Integrin alpha-6 light chain;Processed integrin alpha-6,ITGA6,Plasma membrane,1.041133042,0.789575788,0.805325325,1.887442668,4.066629855,0.808724195,0.872815097,0.830151332,1.796817679,4.267973889,0.814971453,0.860148976,0.862351113,2.016104667,4.74124021,0.889467435,0.913752426,0.940287665,1.898785544,3.904805863,0.828066231,0.821331155,0.839350808,2.323926294,5.128158251,0.827412237,0.855744041,0.906127254,2.261776909,4.94740268
P06756;P06756-3;P06756-2,P06756,Integrin alpha-V;Integrin alpha-V heavy chain;Integrin alpha-V light chain,ITGAV,Plasma membrane,0.819317391,0.85749692,0.967901235,1.940126441,4.724338916,0.725066152,0.947043814,0.940652512,1.571996452,3.780976704,0.707399095,0.907907177,1.047112032,2.101094224,5.231342402,0.765911241,0.975466627,1.0808976,1.700238186,3.283387182,0.765375255,0.920431174,1.020961958,2.129866469,5.220422441,0.767830596,0.990022189,1.065673514,2.123969838,4.276830445
P18084,P18084,Integrin beta-5,ITGB5,Plasma membrane,0.918372472,0.831561788,0.913033033,2.042642866,5.287931775,0.863945426,0.939989357,0.955992865,1.752576191,4.939714906,0.753197498,0.828978656,1.018442948,2.498193808,6.009655118,0.895957024,0.943302971,1.067372842,2.075102185,4.017381711,0.827575897,0.868780723,1.027882731,2.317866328,6.743208161,0.821992532,0.987116169,1.135010837,2.444238444,5.035277981
Q15811;Q15811-8;Q15811-9;Q15811-4;Q15811-6;CON__ENSEMBL:ENSBTAP00000001528;Q15811-13;Q15811-5,Q15811,Intersectin-1,ITSN1,Plasma membrane,0.638383664,0.905856059,1.015508842,2.510350812,7.114546905,0.570355153,0.932511905,1.279245066,2.93494092,6.821372483,0.581231796,0.979630425,1.313985845,3.074730385,10.16266775,0.595734143,1.050679409,1.674217109,3.722057224,7.016289725,0.587025288,1.033840454,1.378564827,2.71514639,8.238326813,0.576338246,1.094681841,1.536709613,3.241575003,8.051400077
Q96J84-2,Q96J84,Kin of IRRE-like protein 1,KIRREL,Plasma membrane,0.977707943,0.864165111,0.92952953,2.156191893,4.59414688,0.787030938,0.927258586,0.929846366,1.710743892,5.603728996,0.883075601,0.985431887,0.982219921,1.771250673,4.351755893,0.898814475,0.92922204,0.934264921,1.752580351,3.02153576,0.905036685,0.90094374,0.975562867,2.062643131,4.943386108,0.873064182,0.931143082,0.955682206,2.255107001,3.405865328
P32004-2;P32004-3;P32004,P32004,Neural cell adhesion molecule L1,L1CAM,Plasma membrane,0.826850915,0.884833553,0.992859526,2.383165985,8.203570771,0.704154432,0.92798177,1.005109615,2.118773065,7.991951953,0.793279627,0.967998854,1.041698602,2.318494095,8.654580278,0.821917286,0.938883082,0.955067162,1.889140471,6.12682795,0.796744662,0.972694254,1.074775408,2.591269422,9.205333528,0.771904154,0.964612411,1.10244364,2.470013679,7.938068836
Q9NUP9,Q9NUP9,Protein lin-7 homolog C,LIN7C,Plasma membrane,0.629501281,0.932410802,1.255628962,2.494731623,5.629179704,0.5779584,0.974988743,1.180850452,2.439633365,6.055704129,0.642923894,0.977696605,1.217400311,2.648206287,6.053470464,0.648323946,0.959997014,1.171106679,2.121210339,3.776694548,0.596820006,1.055282466,1.227816185,2.748687595,7.32799493,0.590104063,1.041271205,1.272651256,2.713295726,5.930304193
Q8IWT6,Q8IWT6,Volume-regulated anion channel subunit LRRC8A,LRRC8A,Plasma membrane,0.902387051,0.822577433,1.007354021,2.324656006,6.334376342,0.814920674,0.861612564,0.97194315,2.307237426,6.519520529,0.767031153,0.911961037,1.125316762,3.168783743,7.385115901,0.766952623,0.962938629,1.076591867,2.656159026,7.201251843,0.729030753,0.838922357,1.192339828,3.311841595,7.153095177,0.714909457,0.930441629,1.083959555,2.942446612,7.734305076
Q86X29;Q86X29-4;Q86X29-6;Q86X29-5;Q86X29-3;Q86X29-2,Q86X29,Lipolysis-stimulated lipoprotein receptor,LSR,Plasma membrane,0.774403237,0.872028266,0.944904905,2.141936284,2.432173753,0.62905981,0.863550152,0.840174924,1.695960226,5.131984968,0.818791397,0.977653631,0.94137062,1.944382414,5.227931627,0.749287225,0.880319546,0.888896227,1.629782104,4.696214074,0.748476676,0.884942457,0.860911679,2.025155903,6.043609151,0.76220019,0.907494095,0.961667529,2.575601705,5.881252107
O95274,O95274,Ly6/PLAUR domain-containing protein 3,LYPD3,Plasma membrane,0.813060978,0.846491455,0.937190524,2.077476137,6.193754218,0.725892349,0.984103593,0.943230335,1.775682513,6.298149049,0.767194865,0.934078212,0.883949594,1.939522114,5.864041244,0.808722211,0.957891593,0.933987558,1.688475902,4.941741999,0.739375602,0.930379101,0.897201375,2.098157348,7.227320926,0.723255569,0.935652423,0.994575801,2.077958782,6.22124583
P43121,P43121,Cell surface glycoprotein MUC18,MCAM,Plasma membrane,0.752190103,0.808031335,0.926686687,2.120986736,7.110129456,0.667343999,0.908387572,0.961171529,2.019558242,6.611039473,0.761028384,0.93114167,0.985644744,2.237445322,7.808970339,0.81406882,0.956353591,0.956612471,1.865733525,5.627554065,0.734926719,0.92450078,0.978106399,2.366486982,8.408351311,0.707850964,0.955436261,1.045440042,2.349164001,7.368622938
P08581;P08581-2,P08581,Hepatocyte growth factor receptor,MET,Plasma membrane,0.838129677,0.869830123,0.940940941,2.210363208,5.317749555,0.749595275,0.900978345,0.972115772,1.884643604,4.64217799,0.803757188,0.975275748,1.040345244,2.127628831,5.63014076,0.801623032,0.949186203,0.974403339,1.909606846,4.40025217,0.757577751,0.889580933,0.970505379,2.3273086,6.179994393,0.776188414,0.920692864,1.018847165,2.282012729,4.724459788
P08582,P08582,Melanotransferrin,MFI2,Plasma membrane,0.871607224,0.852318745,0.920987654,1.990083054,6.869869317,0.695814307,0.805900091,0.815064158,1.617223518,5.538401329,0.827004277,0.903065463,0.955138961,2.160205972,7.108055989,0.781023984,0.794714051,0.851993713,1.651895198,4.429972194,0.829728582,0.899528859,0.921645902,2.327590459,8.020646702,0.792751876,0.90185384,0.980888776,2.18173802,6.257511827
Q04721,Q04721,Neurogenic locus notch homolog protein 2;Notch 2 extracellular truncation;Notch 2 intracellular domain,NOTCH2,Plasma membrane,0.742131055,0.757090485,0.860940941,1.999256229,5.771765139,0.644757556,0.720809966,0.78117268,1.928447058,5.995795347,0.752679077,0.775118178,0.890992577,2.519474037,6.972149707,0.739152797,0.732178587,0.849854054,2.274120034,6.026072566,0.743991915,0.721239261,0.876586935,2.609308389,7.134325448,0.688864437,0.704702598,0.848727569,2.377313271,6.194511281
P16066,P16066,Atrial natriuretic peptide receptor 1,NPR1,Plasma membrane,0.987953536,0.822651196,1.00297631,2.567001364,10.31670655,0.854086885,0.895738671,0.983209621,2.220835113,7.710370642,0.879269299,0.857083512,0.99130675,2.866394315,10.38712301,0.898166786,0.864013737,0.976622245,2.345164231,7.051751117,0.866491661,0.86100617,1.015046767,2.911742945,10.79149756,0.86975149,0.880323527,1.057146629,2.858564048,8.934105148
P17342;P17342-2,P17342,Atrial natriuretic peptide receptor 3,NPR3,Plasma membrane,0.943756861,0.989473995,1.011785118,1.829304574,3.964660409,0.78335771,0.989397847,0.956936533,1.427992597,3.261566559,0.933703504,1.063730125,0.918888313,1.660777385,2.907161317,0.912377844,0.998820367,0.933749818,1.51251213,2.487138209,0.85957915,0.96630541,0.891788976,1.646901314,3.340768096,0.797141486,0.957225682,0.923841169,1.630735838,2.839441597
Q9Y639;Q9Y639-1;Q9Y639-3;Q9Y639-4;Q9Y639-5,Q9Y639,Neuroplastin,NPTN,Plasma membrane,0.813764107,0.840649411,1.025065065,2.818891781,9.993864654,0.663637277,0.886664756,0.974590022,2.366700614,8.89580187,0.755202969,0.891405243,1.067716209,2.96123583,10.45074709,0.778547526,0.853053606,1.059897244,2.508542359,7.944027288,0.786734676,0.834721473,1.091382306,3.235175986,11.89318318,0.72440272,0.872235345,1.130389816,3.059000418,9.784031338
P78380;P78380-3;P78380-2,P78380,"Oxidized low-density lipoprotein receptor 1;Oxidized low-density lipoprotein receptor 1, soluble form",OLR1,Plasma membrane,1.06320268,0.87820962,0.954768101,2.882484195,6.117921345,0.840476961,0.975602767,0.83096841,1.905231227,7.166575516,0.927700735,0.870548632,0.981570861,2.224966175,6.889897546,0.826120915,0.780170225,0.820295062,1.699297204,4.714676513,0.933595642,0.818340943,0.879248771,2.297149702,7.183931161,0.720516452,0.645537184,0.693318223,1.938116825,5.171624182
O75781,O75781,Paralemmin-1,PALM,Plasma membrane,0.658099973,0.884346716,1.250183517,2.685508863,9.366586907,0.638438264,1.027781189,1.272455262,2.600611058,9.846916504,0.642296332,0.977467412,1.153792508,2.527355603,10.55962954,0.685369214,1,1.101316815,2.297174111,6.785734389,0.642959225,1.098516563,1.259432881,3.259556777,11.50401599,0.669409685,1.094195118,1.459472543,3.094045695,11.98870175
O14917;O14917-2,O14917,Protocadherin-17,PCDH17,Plasma membrane,0.761589071,0.857659199,0.984130797,2.483946944,9.920117799,0.708162605,0.903816502,0.983704471,2.386412169,7.732949328,0.778736553,0.909067469,1.01052995,2.484532426,7.891091317,0.808849209,0.938987606,0.988958303,2.22883524,6.650305643,0.723314178,0.882798255,0.978416947,2.898354649,8.680390508,0.759905887,0.930370052,1.028078205,2.554800638,8.769513315
O60245;O60245-2,O60245,Protocadherin-7,PCDH7,Plasma membrane,0.787690939,0.893080276,0.991097764,2.125449362,6.972697712,0.64416582,0.931597691,1.069002819,2.191924833,9.219128663,0.764793757,0.894485031,0.904981875,2.094788971,6.402550211,0.771537245,0.984366134,0.994875385,1.714588173,5.640275135,0.689816005,0.98029377,0.980161928,2.239086777,7.181615416,0.721452902,0.966144156,1.03782636,2.30541393,7.585637735
Q03405;Q03405-3,Q03405,Urokinase plasminogen activator surface receptor,PLAUR,Plasma membrane,0.9257625,0.823521602,0.906906907,2.022932937,5.023743788,0.881809148,0.90616344,0.901731975,1.879825224,4.515235596,0.845640148,0.847056296,0.897096496,2.016104667,5.078251059,0.870468559,0.907033,0.926855362,1.796218426,3.780747278,0.851363068,0.84738247,1.001190432,2.153965402,5.641278779,0.919523815,0.896328108,1.047288451,1.98593667,4.714230917
Q9UIW2,Q9UIW2,Plexin-A1,PLXNA1,Plasma membrane,0.886243785,0.903525142,0.926366366,1.876410066,6.51144242,0.754999051,0.866715789,0.837666149,1.65073316,5.174834298,0.877332042,0.957398653,0.903890903,1.787013806,8.693148277,0.888133957,0.912124832,0.836976477,1.470756021,4.703756656,0.855656479,0.93796403,0.885045658,2.140436177,7.645008349,0.806014351,0.935180016,0.86420799,1.804605628,5.415838477
O15031,O15031,Plexin-B2,PLXNB2,Plasma membrane,0.919305194,0.824111707,0.916449783,2.205528697,8.664212528,0.779048087,0.888138415,0.884193567,1.961080631,7.579213559,0.864316946,0.921472568,0.977593648,2.275145481,8.591087381,0.906447045,0.909362401,0.922562836,1.869732702,6.34781434,0.862030819,0.901454264,0.948323413,2.460345982,9.601691713,0.839176392,0.901109441,1.007657692,2.352894627,8.167753484
Q9Y4D7;Q9Y4D7-2,Q9Y4D7,Plexin-D1,PLXND1,Plasma membrane,0.880934444,0.845193223,0.928234902,2.350192141,9.537149518,0.772918597,0.878532345,0.919178319,1.777982194,8.118392598,0.807672631,0.94389056,0.977372691,2.287624627,8.412021672,0.865934736,0.901179633,0.961671047,1.810686035,5.647142262,0.877290965,0.949997812,0.931672151,2.387485467,7.794191134,0.826791839,0.882084318,0.985949895,2.38997479,9.355116179
Q12913,Q12913,Receptor-type tyrosine-protein phosphatase eta,PTPRJ,Plasma membrane,0.990105972,0.824421512,0.878211545,1.862526342,4.790355237,0.981890652,0.947753353,0.869716324,1.504539133,3.927989042,0.995668456,0.976679559,0.889708269,2.015053792,4.762491965,1.082034251,0.998760639,0.904838007,1.655423883,3.706447219,1.123019978,0.927870239,0.89774853,1.984286369,5.172766829,1.014351099,0.921007802,0.870578398,1.905445584,4.765142797
Q15262-2;Q15262-3;Q15262;Q15262-4,Q15262,Receptor-type tyrosine-protein phosphatase kappa,PTPRK,Plasma membrane,0.709442734,0.87540662,1.079079079,2.235775381,4.366525554,0.670157536,0.989288687,1.119466022,2.236385339,2.073425889,0.727249163,1.002979516,1.179409632,2.222995783,5.716459615,0.713397637,0.960713752,1.074135221,2.016408387,4.255254478,0.648197425,0.920037341,1.087833192,2.385089666,5.524760198,0.710227206,1.014744829,1.171098813,2.365669195,4.347037696
P15151;P15151-3;P15151-2;P15151-4,P15151,Poliovirus receptor,PVR,Plasma membrane,0.797018159,0.93027167,0.941701702,2.200198339,7.021412357,0.689148905,0.91894879,1.017285229,1.981339729,6.222686061,0.778286346,0.93806045,1.062454687,2.09268722,7.128651825,0.824965234,0.981738092,1.030245797,1.867850737,5.436963154,0.800308552,0.992954768,1.049621058,2.522354931,8.339366461,0.733884278,0.962894567,1.055232206,2.348259606,6.192651486
Q92692,Q92692,Nectin-2,PVRL2,Plasma membrane,0.753840304,0.823359323,0.882669336,2.051940002,5.418369225,0.66859446,0.907405133,0.946372058,1.847082142,5.356667988,0.759950614,0.963013895,0.937241498,2.071144272,5.595901822,0.769352883,0.963267135,0.97907889,1.660952157,4.350606221,0.741229303,0.912583689,0.96713372,2.05813339,5.727814545,0.743717005,0.930570467,0.964055056,2.35866014,5.412700073
Q01974,Q01974,Tyrosine-protein kinase transmembrane receptor ROR2,ROR2,Plasma membrane,0.827496646,0.859326247,1.045819152,2.167720342,5.977667342,0.726785535,1.012812641,1.074733874,2.031932718,5.778337506,0.801492507,0.957026214,1.006649404,2.072589226,6.801348568,0.902281516,1.020621174,0.98696393,1.830799541,5.413659953,0.814408639,0.968303747,0.999622907,2.338723884,7.49728814,0.780273678,1.031064348,1.095996215,2.436777191,6.079901431
Q86UN3,Q86UN3,Reticulon-4 receptor-like 2,RTN4RL2,Plasma membrane,0.788064028,0.768405756,0.951524858,1.937275319,6.040861403,0.648419619,0.811385375,0.850842971,1.684242803,5.925550544,0.783729766,0.906818507,0.914621094,1.903660988,5.418803867,0.860562727,0.864207854,0.822078111,1.663186991,4.389782616,0.759921786,0.873988068,0.87954453,2.22612127,5.59837654,0.749628346,0.904001145,0.985597817,1.963779011,5.039113808
P53985,P53985,Monocarboxylate transporter 1,SLC16A1,Plasma membrane,0.740251261,0.901430268,1.156369703,2.940622288,11.25885024,0.647693905,0.971809461,1.132389666,2.606524524,10.78157378,0.708708791,0.959418421,1.112280338,2.76918833,9.038554881,0.770279967,0.971868001,1.106018781,2.467256741,8.703689111,0.720946225,1.007103578,1.17126696,3.121023148,11.38323156,0.721324141,0.994774891,1.212137882,3.190476729,9.444270089
O15427,O15427,Monocarboxylate transporter 4,SLC16A3,Plasma membrane,0.790948291,0.888949539,1.093773774,2.374984505,7.123627216,0.688367367,0.913299767,1.074146959,2.140455775,6.629503821,0.774943895,0.956138089,1.034793717,2.413204251,6.932663422,0.753884546,0.949007018,1.04575172,2.139324257,5.87060532,0.753738796,0.979476932,1.046766978,2.868759469,8.230770168,0.707195449,0.999384439,1.146233318,2.702442995,7.178807639
