SeqID	Mono_NLS_Signal26	Transmembrane_signal2	AutoCorrelatuion|d=2|0-100|volume	AutoCorrelatuion|d=3|0-20|hydrophob	AutoCorrelatuion|d=1|-90--1|hydrophob	AutoCorrelatuion|d=6|0-50|charge	AutoCorrelatuion|d=2|0--1|charge	hist_normed|0-20|aminoacid|A	hist_normed|0-20|aminoacid|C	Paacount|d=5|0-100|aminoacid|L	hist|0-110|aminoacid|W	maxPaacount|0-150|aminoacid|K	hist|0-160|aminoacid|D	maxPaacountNormed|-60--1|aminoacid|S	maxPaacount|0--1|aminoacid|I	maxPaacountNormed|0-50|hydrophob|2	Paacount|d=4|0-190|hydrophob|2	Paacount|d=4|0-40|polar|1	hist_normed|0-30|charged|1	hist_normed|0-90|charged|2	maxPaacountNormed|-80--1|charged|2	minPaacount|50--40|charged|2	maxPaacountNormed|0-10|size|0	hist|0-170|aliphatic_helix|2	0005737	0003824	0005783	0003676	0043234	0006096	0002119	n114	n116	n117	n118	n119	n121	GO:0005739	GO:0005783	GO:0005764	
Q9WUR9	29.888	3.01	17840.034898	0.354294	0.243546	38.838863	37.588901	0.142857	0	0.052632	1	0.007407	10	0.004902	0.009615	0.102041	0.112903	0.083333	0.035714	0.411765	0.019481	0	0.111111	62	1	0	0	0	0	0	1	0.077812	0.077323	0.293166	0.25055	0.099136	0.115487	1	0	0	Mitochondrion
O35083	25.456	7.059	20726.578674	0.575309	0.265027	35.545609	38.153869	0.086957	0	0.084211	4	0.007143	4	0.004545	0.010638	0.367347	0.155914	0.027778	0.043478	0.315789	0.051282	0.000297	0.111111	40	0	0	1	0	0	0	0	0.150468	0.283742	0.188214	0.205278	0.03399	0.016864	0	0	0	Endoplasmic_reticulum
P56382	20.96	1.437	17792.770588	0.343195	0.236703	40.618158	40.505453	0.375	0.5	0	1	0.065217	1	0.019608	0.021277	0.040816	0.081633	0.166667	0.4	0.916667	0.020408	-1	0.111111	13	0	0	0	0	0	0	0	0.03019	0.113979	0.476775	0.253739	0.058404	0.028471	1	0	0	Mitochondrion
P85094	28.932	4.839	17920.734796	0.266622	0.273317	39.021931	37.362594	0.210526	0	0.031579	0	0.007194	6	0.009091	0.015	0.142857	0.145161	0.083333	0.157895	0.375	0.01	0	0.333333	53	0	0	0	0	0	0	0	0.028522	0.106633	0.486547	0.284895	0.065015	0	1	0	0	Mitochondrion
P97351	71.152	2.716	18209.253367	0.153059	0.214695	46.074939	40.011924	0.133333	0	0	1	0.041958	11	0.017241	0.007782	0.061224	0.102151	0.194444	0.060606	0.362069	0.025641	0.001212	0.0625	43	1	0	0	0	0	0	1	0.046548	0.069732	0.08219	0.130887	0.400075	0.215173	0	0	0	40S_Ribosome
O08749	37.356	3.297	16580.386837	0.254377	0.253453	39.776559	36.929968	0.020833	0	0.010526	1	0.013793	3	0.001515	0.010183	0.035461	0.053763	0.138889	0	0.166667	0.012821	0.001022	0.0625	53	1	0	0	0	0	1	0	0.027227	0.094036	0.438147	0.249372	0.126643	0.013624	1	0	0	Mitochondrion
Q9CZ13	34.224	2.569	15844.730612	0.263732	0.262086	42.115503	36.438432	0.098039	0.166667	0.010526	1	0.013699	5	0.001515	0.006397	0.081633	0.091398	0.027778	0	0.166667	0.012821	0.000239	0.444444	57	0	1	0	0	0	0	1	0.027164	0.106469	0.468992	0.278735	0.08477	0.00009	1	0	0	Mitochondrion
P50247	28.288	3.568	16790.587551	0.317557	0.273304	38.309357	36.243783	0.075	0	0	3	0.007576	9	0	0.014252	0.035461	0.080645	0.083333	0.09434	0.20339	0.017544	0.000407	0.0625	50	1	1	1	0	0	0	0	0.031019	0.017538	0.008495	0.005699	0	0.902107	0	0	0	Cytosol
O35887	47.896	3.411	18515.577653	0.415635	0.16779	34.549414	32.697339	0.105263	0.666667	0.010526	2	0.027397	22	0.001453	0.006711	0.102041	0.064516	0.222222	0.036145	0.296296	0.025641	0.000948	0	69	0	0	1	0	0	0	0	0.117817	0.27049	0.242086	0.167291	0.050712	0.011899	0	1	0	Endoplasmic_reticulum
P24638	40.772	7.997	19750.937347	0.346342	0.360264	39.402626	36.258776	0.107143	0	0.042105	3	0.007519	5	0	0.004785	0.163265	0.091398	0	0	0.28	0.025641	0.000418	0.111111	64	0	0	0	0	0	0	0	0.242276	0.317698	0.133936	0.078027	0.015596	0.020031	0	0	1	Lysosome
Q99KE1	38.428	5.263	20798.043571	0.290395	0.254362	42.256275	37.168872	0.018868	0.153846	0.021053	0	0.013514	5	0.017241	0.010471	0.072917	0.112903	0.111111	0.015152	0.230769	0.013158	0.000328	0.041667	50	1	1	0	0	0	0	0	0.042611	0.110017	0.403761	0.250333	0.109007	0.024575	1	0	0	Mitochondrion
P22892	39.36	4.093	19597.236225	0.275547	0.253955	39.864248	36.452748	0.033333	0	0.031579	0	0.007143	6	0.034483	0.00995	0.040816	0.11828	0.166667	0.055556	0.18	0.012987	0.00065	0	49	0	0	0	0	0	0	0	0.137895	0.396604	0.167263	0.053292	0.051449	0.054247	0	0	0	Lysosome
Q9CQ69	41.09	4.699	20029.502716	0.306366	0.281126	43.151216	41.549248	0.2	0	0	1	0.013889	1	0.005952	0.014493	0.061224	0.113924	0.055556	0.25	0.9375	0.051282	-1	0.047619	28	0	0	0	0	0	0	0	0.061598	0.100116	0.309659	0.277858	0.080036	0.116627	1	0	0	Mitochondrion
Q9CQ62	22.06	4.375	16596.726939	0.307231	0.231614	39.68524	37.212991	0.096774	0.166667	0	0	0.021898	8	0.004545	0.015152	0.102041	0.091398	0.111111	0.030303	0.209302	0.025641	0.000257	0.095238	52	0	1	0	0	0	0	0	0.053472	0.117456	0.405435	0.249267	0.095083	0.017337	1	0	0	Mitochondrion
P36552	44.176	3.153	14569.594796	0.265464	0.23921	40.556719	38.403341	0.052632	0	0.010526	3	0.006757	6	0.009091	0.004545	0.061224	0.05914	0.055556	0.035714	0.157895	0.025641	0.001571	0.111111	47	1	0	0	0	0	0	0	0.021132	0.102042	0.482506	0.293202	0.078281	0.008563	1	0	0	Mitochondrion
O35405	28.7	5.308	18916.897653	0.228269	0.23536	36.094093	36.167432	0.022727	0	0.021053	4	0.007634	4	0.011905	0.004264	0.183673	0.112903	0.166667	0.125	0.163636	0.006494	0.000431	0	62	0	1	0	0	0	0	0	0.235548	0.276044	0.137187	0.076765	0.028604	0.01944	0	0	0	Lysosome
P62889	36.008	2.634	18424.418367	0.162093	0.270424	44.962754	39.638434	0.2	0	0	0	0.030612	3	0.003704	0.018868	0.142857	0.053571	0.166667	0.1	0.863636	0.025641	0	0.111111	31	1	0	0	0	0	0	0	0.082215	0.1729	0.147607	0.125528	0.247959	0.107186	0	0	0	60S_Ribosome
Q9D1R9	39.604	1.971	18877.82898	0.137877	0.263273	47.073185	47.780764	0.090909	0	0	0	0.045045	1	0.003145	0.009434	0.040816	0.078947	0.138889	0	0.757576	0.039474	0.005128	0	25	1	0	0	0	0	0	0	0.103701	0.143842	0.14196	0.149813	0.216789	0.12118	0	0	0	60S_Ribosome
P20029	38.124	3.921	16326.658265	0.444843	0.18328	34.42925	35.596241	0.111111	0	0	1	0.014815	9	0.003704	0.009404	0.142857	0.080645	0.138889	0.053571	0.09375	0.025641	0.000866	0.222222	48	1	0	0	0	0	0	1	0.129001	0.297479	0.227814	0.162808	0.033632	0.009864	0	1	0	Endoplasmic_reticulum
P60867	31.712	1.07	19102.894082	0.206404	0.190724	40.831204	41.456814	0.285714	0	0	1	0.028846	5	0.017544	0.026316	0.041667	0.103448	0.138889	0.2	0.888889	0.038462	0	0.04	35	1	0	0	0	0	0	0	0.091653	0.136468	0.11615	0.163389	0.201499	0.19417	0	0	0	40S_Ribosome
P23780	23.176	5.463	20757.322143	0.530479	0.319973	39.708055	36.663311	0.028571	0.111111	0.021053	2	0.007143	10	0.001453	0.006289	0.102041	0.11828	0.111111	0	0.211268	0.002283	0.000394	0	53	0	1	0	0	0	0	0	0.208319	0.360213	0.134955	0.08743	0.023865	0.038426	0	0	1	Lysosome
P53395	32.224	6.446	18965.087857	0.280399	0.308995	41.146502	37.015662	0.108108	0.142857	0	2	0.022059	11	0.008772	0.010571	0.122449	0.075269	0.055556	0	0.227273	0.012821	0.000663	0.222222	58	0	0	0	0	0	1	0	0.026274	0.109173	0.477115	0.297274	0.059871	0.007966	1	0	0	Mitochondrion
Q80U72	29.756	3.558	20264.061633	0.268098	0.235624	36.647646	36.306619	0	0.086957	0.052632	1	0.007463	9	0.017241	0.003007	0.102041	0.11828	0.194444	0.016598	0.071429	0.025641	0.000679	0	68	1	0	0	0	0	0	0	0.178926	0.163881	0.096241	0.070993	0.030981	0.140305	0	0	0	Plasma_membrane
Q7TN89	35.572	2.281	16250.062143	0.249799	0.267459	34.931571	36.376172	0.035714	0.111111	0	2	0.007353	14	0.017241	0.004739	0.061224	0.05914	0.138889	0.153846	0.363636	0.038462	0	0.111111	63	1	0	0	0	0	0	0	0.229401	0.177506	0.110534	0.059609	0.020236	0.025203	0	0	0	Plasma_membrane
Q02248	34.488	3.452	16584.401939	0.19627	0.21543	33.878737	35.882655	0.049383	0	0	2	0	12	0	0.006562	0.03125	0.069892	0.138889	0.054945	0.064516	0.012821	0.000626	0.047619	74	0	0	0	0	0	0	0	0.248126	0.201415	0.103566	0.066281	0.012232	0.00607	0	0	0	Plasma_membrane
Q8CCG4	61.686	4.202	17503.533367	0.086023	0.296051	36.540778	38.088732	0.068966	0	0.010526	2	0.041379	7	0	0.003534	0.020833	0.069892	0.222222	0.179487	0.346154	0.025641	0.00147	0.111111	68	0	0	0	0	0	0	0	0.024192	0.034273	0.044523	0.539912	0.266912	0.048327	0	0	0	Nucleus_-_Chromatin
Q91YT0	33.86	2.611	17582.87449	0.29293	0.206976	39.955641	37.917947	0.04878	0	0	4	0.022556	9	0.003704	0.008772	0.061224	0.075269	0.055556	0	0.28169	0.025641	0.000594	0.222222	45	1	0	0	0	0	0	0	0.067868	0.166273	0.300913	0.251904	0.043352	0.070721	1	0	0	Mitochondrion
P35564	33.372	7.71	16475.432551	0.468909	0.087872	25.232153	33.53647	0.078947	0.125	0.021053	3	0.035714	21	0.003145	0.005245	0.183673	0.075269	0.194444	0.051852	0.116279	0.051282	0.001033	0	63	1	0	1	0	0	0	0	0.10907	0.247541	0.214691	0.187299	0.069182	0.025351	0	1	0	Endoplasmic_reticulum
Q9DBR1	74.504	5.563	19378.548571	0.374649	0.244167	37.130838	37.777384	0.016129	0	0	1	0.014599	9	0.004545	0.004255	0.102041	0.11828	0.138889	0.023438	0.081081	0.051282	0.001432	0.047619	64	1	0	0	1	0	0	0	0.06494	0.058164	0.040599	0.098777	0.341314	0.277626	0	0	0	Nucleus_-_Nucleolus
Q8VHZ7	54.82	3.509	19058.113367	0.059241	0.2233	46.177175	39.287054	0.095238	0	0.042105	1	0.013699	7	0	0.003636	0.020408	0.075269	0.444444	0.142857	0.306452	0.089744	0.00168	0	52	0	0	0	0	0	0	1	0.074285	0.077724	0.060045	0.150419	0.374813	0.160351	0	0	0	Nucleus_-_Nucleolus
Q6PA06	67.598	5.66	17520.202857	0.071675	0.276545	35.840664	35.569379	0.078947	0	0.021053	0	0.007463	14	0.004545	0.006957	0.020408	0.086022	0.222222	0.047619	0.166667	0.012987	0.000817	0.111111	68	0	0	0	0	0	0	0	0.107238	0.290709	0.227661	0.19396	0.04846	0.036061	0	1	0	Endoplasmic_reticulum
P17182	37.952	3.215	17848.911327	0.146557	0.245659	37.02667	36.498843	0.021739	0	0	0	0.021583	7	0.002451	0.007194	0.061224	0.102151	0.138889	0.072727	0.254237	0.013158	0.00034	0.041667	52	1	0	0	0	0	1	0	0.060416	0.038089	0.014018	0.027793	0.035064	0.746287	0	0	0	Cytosol
Q5SUR0	44.54	5.182	18979.348367	0.259493	0.280467	37.244126	36.101037	0.023077	0	0.010526	4	0.006711	7	0.002451	0.002274	0.061224	0.091398	0.138889	0.012821	0.072368	0.012821	0.000526	0	64	1	1	0	0	0	0	0	0.035756	0.014991	0	0.01761	0	0.915076	0	0	0	Cytosol
P57759	31.936	6.048	16973.623469	0.399127	0.208795	36.217347	36.198047	0.24	0	0.031579	0	0.02069	8	0.008772	0.00823	0.142857	0.091398	0	0	0.27027	0.051282	0	0.666667	51	0	0	1	0	0	0	0	0.145198	0.289341	0.22104	0.188257	0.029165	0.009701	0	1	0	Endoplasmic_reticulum
P09242	23.868	4.193	18373.722041	0.449104	0.317204	36.73418	36.793982	0.02	0.142857	0.010526	1	0.013986	5	0.008772	0.003945	0.102041	0.05914	0.138889	0.051724	0.16	0.013158	0.001286	0.041667	49	0	0	0	0	0	0	0	0.297456	0.173156	0.082351	0.035134	0.010576	0.006976	0	0	0	Plasma_membrane
O55125	32.756	2.517	18284.725714	0.302318	0.264968	42.877488	39.013357	0.181818	0.2	0.021053	1	0.022059	9	0.002222	0.003745	0.142857	0.05914	0.083333	0.03125	0.365385	0.051282	0.000423	0.111111	58	0	1	0	0	0	0	0	0.032244	0.091106	0.433015	0.229713	0.141671	0.006577	1	0	0	Mitochondrion
Q9R0K7	66.07	8.799	18039.859082	0.10651	0.180569	34.052203	36.158153	0	0	0	1	0.022388	6	0.068966	0.008439	0.041667	0.107527	0.138889	0.03871	0.090323	0.003333	0.000731	0.04	56	0	1	1	0	0	0	0	0.22998	0.179929	0.114158	0.09635	0.020919	0.00451	0	1	0	Plasma_membrane
Q03265	28.5	2.728	15881.337857	0.219253	0.259674	43.295329	37.821608	0.109091	0	0.010526	0	0.007092	9	0.009091	0.013035	0.040816	0.096774	0.027778	0	0.184211	0.008108	0.000355	0.222222	50	1	0	0	0	0	0	0	0.026375	0.110787	0.449757	0.275473	0.092032	0.003815	1	0	0	Mitochondrion
Q9EQH3	44.152	5.498	19476.594796	0.102613	0.23674	36.317232	35.65666	0.020833	0	0.021053	0	0.020979	9	0.017241	0.007722	0.081633	0.134409	0.25	0.042373	0.127273	0.025974	0.000688	0	60	0	0	0	0	0	0	0	0.227165	0.34625	0.11815	0.072786	0.028498	0.086458	0	0	0	Lysosome
O09159	39.486	5.618	16852.103878	0.256574	0.241937	36.289068	36.994543	0.015625	0	0.042105	4	0.007576	7	0.005952	0.002008	0.204082	0.139785	0	0	0.061538	0.012821	0.00064	0.111111	51	0	0	0	0	0	0	0	0.207118	0.242501	0.111332	0.083832	0.044263	0.026689	0	0	1	Lysosome
O35286	59.562	2.968	17016.669592	0.115496	0.254771	41.413849	37.973584	0.019231	0	0.010526	0	0.015267	14	0.004545	0.008963	0.010417	0.043011	0.416667	0.063636	0.223881	0.025641	0.000768	0.0625	70	0	0	0	1	0	0	1	0.077564	0.09295	0.109189	0.184484	0.175412	0.278824	0	0	0	Nucleus_-_Nucleolus
Q9CQV1	24.8	3.295	17002.132755	0.40685	0.17989	40.49461	38.601608	0.157895	0	0.021053	0	0.018018	4	0.004545	0.008065	0.081633	0.07377	0.166667	0.066667	0.545455	0.025974	0	0.041667	45	0	0	0	0	0	0	0	0.083265	0.136435	0.32775	0.2363	0.073356	0.052431	0	0	0	Mitochondrion
Q61576	32.156	6.388	18288.935714	0.321124	0.174437	39.051472	36.104385	0	0	0.031579	0	0.006711	10	0	0.007117	0.183673	0.134409	0.083333	0.013158	0.202703	0.019481	0.000482	0.333333	48	1	0	1	0	0	0	0	0.127087	0.257908	0.241976	0.136109	0.060416	0	0	0	0	Endoplasmic_reticulum
P29758	31.412	3.935	17358.908571	0.313271	0.273334	38.452097	36.750533	0.076923	0	0	1	0.015038	4	0.002041	0.006944	0.028369	0.064516	0.055556	0	0.220339	0.012987	0.000353	0.111111	50	1	1	0	0	0	0	0	0.078034	0.096745	0.269862	0.229807	0.135788	0.076756	1	0	0	Mitochondrion
Q2HXL6	39.516	4.328	15753.782041	0.189382	0.150386	38.270865	35.081438	0.026316	0.2	0.010526	1	0.013514	11	0.017241	0.006543	0.122449	0.11828	0.027778	0	0.101695	0	0.000784	0.222222	49	0	0	1	0	0	0	0	0.128942	0.208749	0.275282	0.190265	0.073815	0	0	0	0	Endoplasmic_reticulum
Q04447	40.932	2.779	16894.391225	0.142453	0.22114	34.784532	35.767043	0.045455	0	0	0	0.007299	15	0.002451	0.00813	0.021739	0.075269	0.138889	0.070175	0.178571	0.038462	0.000642	0.0625	75	1	1	0	0	0	0	0	0.048138	0.032749	0.016685	0.011386	0.010169	0.829623	1	0	0	Cytosol
P62830	46.548	2.642	17529.877449	0.183665	0.266707	40.333238	42.236647	0.0625	0	0	0	0.022556	5	0.004545	0.008264	0.072917	0.10219	0.055556	0.1	0.785714	0.076923	0.003289	0.333333	34	1	0	0	0	0	0	1	0.0742	0.120212	0.110111	0.140321	0.329083	0.115207	0	0	0	60S_Ribosome
Q8BYB9	44.152	5.158	19242.35449	0.38364	0.260337	39.637077	38.549977	0.105263	0.1	0.010526	2	0.014184	8	0.004545	0.005291	0.183673	0.145161	0.111111	0.042553	0.25	0.051282	0.001365	0.222222	59	0	0	0	0	0	0	0	0.137559	0.295878	0.215188	0.184927	0.031892	0.010375	0	0	0	Endoplasmic_reticulum
Q8BFR5	36	4.625	16817.667041	0.321601	0.296147	42.772896	37.514253	0.131579	0.125	0	0	0.014184	7	0	0.004608	0.102041	0.05914	0.055556	0	0.236111	0.008772	0.00102	0.222222	47	1	0	0	0	0	0	0	0.027331	0.102074	0.443494	0.266914	0.108787	0.006846	1	0	0	Mitochondrion
Q9JKF7	28.124	3.87	17664.813674	0.224698	0.212667	39.842107	37.381126	0.173913	0	0.010526	3	0.038168	8	0.001773	0.006309	0.081633	0.102151	0.027778	0	0.272727	0.025641	0.000728	0.125	52	0	0	0	0	0	0	0	0.048388	0.108273	0.436338	0.260888	0.060491	0.014213	1	0	0	Mitochondrion
Q9JKF1	69.804	4.914	18349.412347	0.260019	0.293586	32.497195	36.531649	0.014493	0	0.010526	1	0.014599	9	0	0.008464	0.061224	0.096774	0.166667	0.030172	0.048583	0.012987	0.001326	0.222222	57	0	0	0	0	0	0	0	0.273763	0.192478	0.089758	0.039668	0.015441	0.1284	0	0	0	Plasma_membrane
Q9CR62	24.056	5.056	16130.665408	0.169795	0.321731	40.508069	38.644193	0.125	0	0.021053	0	0.022388	5	0	0.006667	0.102041	0.096774	0.083333	0.047619	0.333333	0.012821	0.000255	0.444444	33	0	0	0	0	0	0	0	0.047685	0.147435	0.410007	0.291362	0.043202	0.014528	1	0	0	Mitochondrion
P27601	39.636	3.049	19011.906327	0.352191	0.222474	38.476545	37.644865	0.066667	0.285714	0.010526	1	0.022388	9	0	0.008333	0.163265	0.112903	0.194444	0.055556	0.261538	0.038462	0.000978	0.0625	54	1	0	1	0	0	0	0	0.249912	0.145893	0.120904	0.123323	0	0	0	0	0	Plasma_membrane
P14206	41.634	2.915	18022.593674	0.273867	0.211203	34.52011	35.053615	0.051282	0	0.010526	1	0.007519	9	0.002747	0.007246	0.081633	0.080645	0.138889	0.097561	0.419355	0.003333	0	0.222222	52	1	0	0	0	0	0	1	0.110933	0.134095	0.107572	0.122033	0.183573	0.215388	0	0	0	40S_Ribosome
Q9DB20	37.652	3.195	18539.024898	0.252779	0.269155	41.13023	39.144524	0.222222	0	0.010526	0	0.020408	5	0.011905	0.010152	0.040816	0.129032	0.055556	0	0.485714	0.013158	0.001048	0.444444	54	1	0	0	0	0	0	0	0.031893	0.120812	0.469994	0.294705	0.043252	0.002013	1	0	0	Mitochondrion
Q60767	34.476	8.837	18071.887347	0.40914	0.339611	34.393471	35.684088	0.021739	0	0.031579	5	0.007634	8	0.017241	0.003505	0.163265	0.096774	0.027778	0.009524	0.047619	0.019481	0.000859	0.04	59	0	0	0	0	0	0	0	0.261257	0.254448	0.101945	0.076502	0.0295	0.01171	0	0	0	Plasma_membrane
P28660	41.768	4.639	19587.547653	0.240068	0.313423	40.286463	36.023511	0.012987	0	0.021053	0	0.027972	10	0.017241	0.006244	0.081633	0.11828	0.138889	0.014925	0.111842	0.012987	0.000855	0.0625	52	0	0	0	0	0	0	0	0.166196	0.160466	0.10074	0.109175	0.125173	0.034056	0	0	0	Plasma_membrane
O55234	27.944	3.724	15969.804184	0.258023	0.23562	34.021819	36.449421	0.066667	0	0.010526	1	0.014286	5	0.034483	0.007843	0.061224	0.086022	0	0.074074	0.225806	0.012987	0	0.111111	44	1	0	0	0	1	0	0	0.07076	0.059588	0.04369	0.070303	0.201493	0.42829	0	0	0	Proteasome
Q61102	30.148	6.188	17354.148265	0.350777	0.20556	41.64031	37.591315	0.093333	0	0.010526	6	0.014286	7	0.034483	0.00542	0.081633	0.080645	0.027778	0.015152	0.15	0.038462	0.00049	0.095238	51	0	0	0	0	0	0	0	0.030621	0.125165	0.49347	0.231323	0.075234	0.007651	1	0	0	Mitochondrion
Q8BK30	22.476	3.497	18391.710408	0.35348	0.196451	39.899533	39.069375	0.5	0	0.021053	0	0.021277	4	0.017241	0	0.142857	0.069307	0.027778	0.142857	0.761905	0.025641	-1	0.111111	40	0	0	0	0	0	0	0	0.044758	0.108493	0.442092	0.297933	0.051382	0.011076	1	0	0	Mitochondrion
P08113	31.848	5.205	18903.148571	0.523047	0.131284	31.684957	34.705402	0	0.333333	0.031579	1	0.02027	13	0.003145	0.005051	0.22449	0.112903	0.138889	0.028902	0.095238	0.008772	0.001279	0	56	1	0	1	0	0	0	0	0.138136	0.283047	0.242104	0.166773	0.033194	0.008398	0	1	0	Endoplasmic_reticulum
Q501J6	94.36	3.028	18101.922347	0.07963	0.282855	44.895404	38.042264	0.021277	0	0	1	0.028986	10	0.034483	0.006289	0.013333	0.064516	0.194444	0.051282	0.232323	0.012821	0.00097	0.222222	56	1	0	0	1	0	0	1	0.075433	0.118764	0.103608	0.156755	0.245175	0.216054	0	0	0	Nucleus_-_Nucleolus
P09055	44.934	8.987	16349.039592	0.516028	0.34232	35.004316	35.039791	0	0.017241	0	2	0.02027	10	0	0.008805	0.183673	0.102151	0.111111	0.010101	0.10101	0.012987	0.000631	0.047619	61	0	0	0	0	0	0	0	0.25614	0.202737	0.101062	0.08852	0.036757	0.016333	0	0	0	Plasma_membrane
Q9D6Z1	191.242	2.503	18809.40398	0.398923	0.159277	33.673034	38.832579	0.053571	0	0.010526	0	0.020134	3	0.034483	0.007067	0.22449	0.177419	0.083333	0.051282	0.113208	0.166667	0.001048	0	52	0	0	0	0	0	0	1	0.144764	0.142347	0.077976	0.160797	0.129328	0.23436	0	0	0	Nucleus_-_Nucleolus
P27773	48.17	4.348	15900.024592	0.479566	0.238061	32.511772	36.365881	0.090909	0.111111	0.021053	1	0.015038	9	0	0.006173	0.163265	0.080645	0.083333	0.025316	0.111111	0.076923	0.001061	0.047619	52	0	0	1	0	0	0	0	0.108429	0.31879	0.241405	0.193124	0.039815	0.014775	0	1	0	Endoplasmic_reticulum
Q8JZN7	33.5	5.382	18571.328061	0.243904	0.346933	33.138035	35.9246	0.021739	0	0	1	0.007576	5	0.008772	0.004959	0.122449	0.107527	0.111111	0.053333	0.115385	0.038462	0.000572	0	62	0	0	0	0	0	0	0	0.069123	0.125351	0.350394	0.332644	0.040305	0.010429	1	0	0	Mitochondrion
Q8JZN5	45.956	3.138	17599.848367	0.287219	0.270202	43.728619	36.798065	0.150943	0.1	0	0	0.021429	4	0.008772	0.011494	0.122449	0.086022	0.111111	0.013699	0.166667	0.025641	0.000611	0.111111	54	0	0	0	0	0	0	0	0.024777	0.103012	0.382694	0.335574	0.057641	0.069764	1	0	0	Mitochondrion
Q8C2Q3	29.432	3.557	17090.312959	0.208735	0.158246	33.855031	37.90601	0.022727	0	0.010526	1	0.029412	5	0.017544	0.001534	0.122449	0.064516	0.027778	0.111111	0.176471	0.089744	0.000395	0.041667	48	0	0	0	1	0	0	0	0.034843	0.045218	0.072096	0.117061	0.593746	0.044964	0	0	0	Nucleus_-_Nucleolus
Q3V3R1	33.332	4.656	16241.856633	0.277308	0.285279	43.002818	37.080663	0	0	0.031579	0	0.007407	12	0.003704	0.006243	0.061224	0.102151	0.111111	0.008696	0.107692	0.012821	0.000743	0	75	0	0	0	0	0	0	0	0.023641	0.113988	0.454483	0.315695	0.061526	0.008096	1	0	0	Mitochondrion
