Lead gene name,Lead ID,Protein names,Majority protein IDs,Organellar markers,Profiled in how many +EGF Maps,Log2 Ratio H/L EGF1_03K,Log2 Ratio H/L EGF1_06K,Log2 Ratio H/L EGF1_12K,Log2 Ratio H/L EGF1_24K,Log2 Ratio H/L EGF1_80K,Log2 Ratio H/L EGF2_03K,Log2 Ratio H/L EGF2_06K,Log2 Ratio H/L EGF2_12K,Log2 Ratio H/L EGF2_24K,Log2 Ratio H/L EGF2_80K,Log2 Ratio H/L EGF3_03K,Log2 Ratio H/L EGF3_06K,Log2 Ratio H/L EGF3_12K,Log2 Ratio H/L EGF3_24K,Log2 Ratio H/L EGF3_80K
AK3,Q9UIJ7,"GTP:AMP phosphotransferase AK3, mitochondrial",Q9UIJ7;Q9UIJ7-3;Q9UIJ7-2,,1,,,,,,,,,,,-1.112537117,-0.628229279,3.089226942,2.15231324,3.020839967
AK4,P27144,"Adenylate kinase 4, mitochondrial",P27144,Mitochondrion,3,-1.267287964,-0.771938635,2.857423709,4.775682702,3.62982287,-1.263507687,-0.835986111,3.171174796,5.204218986,5.248117329,-0.922346814,-0.404229022,3.449429314,5.217889862,4.896901498
AKAP1,Q92667,"A-kinase anchor protein 1, mitochondrial",Q92667;Q92667-2,Mitochondrion,3,-0.971911826,-0.743085967,1.263214731,2.332707934,5.933737859,-1.028410464,-0.772751816,1.589523817,2.989538691,3.258383242,-0.686498724,-0.552981593,1.299830762,2.377984388,3.261485683
AKAP13,Q12802,A-kinase anchor protein 13,Q12802;Q12802-2;Q12802-4,,3,1.008702008,1.284454908,0.401739675,-0.337174708,-1.344281819,1.749448454,1.700839178,0.458801942,-0.61579543,-1.425927564,1.427284346,1.53241671,0.244765308,-0.480719787,-1.718141542
AKAP9,Q99996,A-kinase anchor protein 9,Q99996;Q99996-5;Q99996-3;Q99996-2;Q99996-6,,1,0.115565996,-0.265032479,0.778208576,-1.071694114,-0.612505108,,,,,,,,,,
AKR1A1,P14550,Alcohol dehydrogenase [NADP(+)],P14550,,1,,,,,,,,,,,-1.063198133,-0.41763669,-0.516903977,-1.139235797,0.517326092
AKR1B1,P15121,Aldose reductase,P15121,,3,-1.277429056,-0.859849593,-0.573874824,-0.63973687,-0.120027673,-1.370303002,-1.153767466,-0.808412083,-0.799294781,0.196858801,-0.915527483,-0.443065454,-0.20207395,-0.819444727,0.433707277
ALDH16A1,Q8IZ83,Aldehyde dehydrogenase family 16 member A1,Q8IZ83;Q8IZ83-3,,3,1.067432209,0.497637911,-0.23878282,-0.251521592,-0.926344264,1.380951044,0.955684776,0.557875677,0.622274431,-0.580288535,1.379343707,0.578793833,-0.159605252,-0.312491339,-0.610829709
ALDH18A1,P54886,Delta-1-pyrroline-5-carboxylate synthase,P54886,,3,-1.563028005,-0.377331981,4.079890068,5.512258496,3.441881812,-1.458465337,-0.417097214,4.3543111,5.352652607,5.776735687,-1.16997189,0.091124334,4.566206293,5.435128498,5.413966352
ALDH1B1,P30837,"Aldehyde dehydrogenase X, mitochondrial",P30837,Mitochondrion,3,-1.126328519,-0.676664521,3.002414493,0.733267559,2.697084328,-1.086354196,-0.7898356,3.197959723,5.454241708,6.683415747,-0.961254803,-0.66225466,2.99468833,6.470471789,2.758857461
ALDH3A2,P51648,Fatty aldehyde dehydrogenase,P51648;P51648-2,ER,3,0.13422094,-0.715296363,-0.649095461,1.00604663,3.335140206,0.273575566,-0.655966908,-0.383058944,1.233213173,3.123003954,0.536351358,-0.54247925,-0.455475048,1.257795134,3.299611001
ALDH3B1,P43353,Aldehyde dehydrogenase family 3 member B1,P43353;P43353-2,,3,-0.812409592,-0.745526892,-0.651858248,0.873261995,2.426881962,-0.067182897,-0.133479693,0.125254339,1.09990111,2.424760884,-0.820590866,-1.120607897,-0.827154095,0.074094354,1.805416287
ALDH4A1,P30038,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",P30038;P30038-2;P30038-3,Mitochondrion,3,-1.226476214,-0.760088766,-0.190799609,0.811224395,0.160274831,-1.064042467,-0.73175726,-0.276450176,-0.016307714,1.204265945,-0.92878651,-0.427672971,-0.490800764,-0.598500594,0.054501216
ALDH5A1,P51649,"Succinate-semialdehyde dehydrogenase, mitochondrial",P51649;P51649-2,Mitochondrion,2,,,,,,-1.183703404,-0.690777237,3.04985726,4.195032565,2.800289051,-0.828152686,-0.366224723,3.33571191,3.88156674,3.84709494
ALDH6A1,Q02252,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",Q02252;Q02252-2,,1,,,,,,,,,,,-0.983532206,-0.428798909,2.835722002,1.163369914,3.429615964
ALDH7A1,P49419-2,Alpha-aminoadipic semialdehyde dehydrogenase,P49419-2;P49419;P49419-4;P49419-3,Mitochondrion,3,-1.221791424,-0.829895474,2.250294628,3.126939827,3.344828497,-1.120200148,-0.755112941,2.186405474,3.066261442,3.331848504,-0.908469407,-0.515830927,2.561155032,2.849599011,3.534684178
ALDH9A1,P49189,4-trimethylaminobutyraldehyde dehydrogenase,P49189;P49189-2,,3,-1.168090339,-0.828511324,1.859890059,2.377456961,2.916457536,-1.128818724,-0.712574988,1.604498374,2.156623132,2.762199967,-0.854283421,-0.43895253,2.12677467,2.113367121,2.907967406
ALDOA,P04075,Fructose-bisphosphate aldolase A,P04075;P04075-2,,3,-0.423506886,-0.424435946,-0.572050625,0.516317779,2.534584584,0.040962548,-0.144568359,-0.191194868,0.753604536,2.671180127,-0.173856287,-0.497445347,-0.398151379,0.54606718,2.502075956
ALDOC,P09972,Fructose-bisphosphate aldolase C,P09972,,3,-0.20418319,-0.352786817,-0.61482301,0.163241085,1.98935703,0.488926268,-0.050427716,-0.438131351,0.131457785,1.930661653,0.189919418,-0.462356038,-0.615552263,0.182310918,2.051163253
ALG1,Q9BT22,Chitobiosyldiphosphodolichol beta-mannosyltransferase,Q9BT22;Q9BT22-2,,2,0.25918208,-0.650068627,-0.926755589,0.741488559,2.454254871,,,,,,0.516116031,-0.746639971,-0.827845354,0.787933894,2.236951759
ALG11,Q2TAA5,"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase",Q2TAA5,,1,,,,,,0.338909273,-0.675465868,-0.506332173,1.048305947,2.427981546,,,,,
ALG2,Q9H553,"Alpha-1,3/1,6-mannosyltransferase ALG2",Q9H553;Q9H553-2,,3,0.258579224,-0.813550153,-0.879833883,0.923187221,1.607436847,0.223793216,-0.65226632,-0.484973892,1.21126145,2.716442237,0.704252269,-0.502995751,-0.611733301,1.38056323,1.997400809
ALG5,Q9Y673,Dolichyl-phosphate beta-glucosyltransferase,Q9Y673;Q9Y673-2,,2,0.177981556,-0.720207811,-0.778852956,1.112900262,3.13553487,0.248899107,-0.663990893,-0.446187343,1.260868739,2.46456372,,,,,
ALG6,Q9Y672,"Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase",Q9Y672,,2,,,,,,0.327687364,-0.805635533,-0.453774735,2.147274132,3.965230183,0.81991338,-0.48227078,-0.388733175,1.645839974,3.98531826
ALG8,Q9BVK2,"Probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase",Q9BVK2;Q9BVK2-2,,1,0.196355243,-0.861919514,-0.566164555,1.417487999,4.650879419,,,,,,,,,,
ALG9,Q9H6U8,"Alpha-1,2-mannosyltransferase ALG9",Q9H6U8;Q9H6U8-3;Q9H6U8-2;Q9H6U8-4,,1,,,,,,,,,,,0.693230456,-0.554315667,-0.57061435,1.195536585,3.503603156
ALPP,P05187,"Alkaline phosphatase, placental type",P05187;P10696,Plasma membrane,3,-0.255563311,-0.393463017,-0.38977241,0.713343895,2.417406982,-0.175256582,-0.213872067,-0.052191731,0.883073348,2.738659766,-0.21853117,-0.529697421,-0.480055586,0.487486349,2.231739594
ALYREF,Q86V81,THO complex subunit 4,Q86V81,,3,1.175684271,1.531319072,-0.376994706,-1.6041475,-1.854492092,1.550457448,2.057276965,0.290542363,-0.916616412,-1.338140971,1.491699201,1.835722002,0.124460486,-1.235450017,-1.775021291
AMFR,Q9UKV5,E3 ubiquitin-protein ligase AMFR,Q9UKV5,,2,0.237196574,-0.846687534,-0.893196094,0.6019817,2.257915791,0.480678739,-0.699044585,-0.525143475,0.604261139,2.944858446,,,,,
ANAPC7,Q9UJX3,Anaphase-promoting complex subunit 7,Q9UJX3;Q9UJX3-2,,2,0.202135581,1.807396141,0.561790462,0.18497846,-0.302048301,0.236462004,1.352589052,0.396707521,-0.604322952,-0.704441528,,,,,
ANKFY1,Q9P2R3,Rabankyrin-5,Q9P2R3;Q9P2R3-2,Endosome,2,0.566181934,-0.742482415,-1.222767571,0.127501219,1.831674601,0.485735943,-0.733315388,-1.302332919,0.072586047,1.005471851,,,,,
ANKH,Q9HCJ1,Progressive ankylosis protein homolog,Q9HCJ1;Q9HCJ1-2,,1,,,,,,0.722116238,0.122871469,-0.403446447,0.047259175,0.804879608,,,,,
ANKHD1,Q8IWZ3-6,Ankyrin repeat and KH domain-containing protein 1,Q8IWZ3-6;Q8IWZ3-4,,2,1.621618213,1.499424973,0.147957881,-0.791058297,-0.821278986,1.532017666,1.006477564,-0.074668932,-0.960356225,-1.185703891,,,,,
ANKLE2,Q86XL3,Ankyrin repeat and LEM domain-containing protein 2,Q86XL3;Q86XL3-2,,3,0.140516919,-0.533492946,-0.677748778,0.80240004,2.222371811,0.44010174,-0.622043366,-0.436158521,0.997400809,2.298922199,0.735262209,-0.436783284,-0.508464973,1.190362011,2.008809555
ANKRD17,O75179,Ankyrin repeat domain-containing protein 17,O75179;O75179-2;O75179-7;O75179-6;O75179-4,,3,2.648074229,1.883308003,-0.03317089,-1.074304339,-0.978946748,1.738119289,1.725697537,-0.131013034,-1.240179444,-1.303044711,1.840684783,1.431676441,-0.412366179,-1.469609582,-1.808740575
ANKRD35,Q8N283,Ankyrin repeat domain-containing protein 35,Q8N283,,1,,,,,,0.220825216,-0.04152106,0.40206725,0.40599236,0.291132012,,,,,
ANKZF1,Q9H8Y5,Ankyrin repeat and zinc finger domain-containing protein 1,Q9H8Y5,,3,1.213565031,1.430606431,-0.129449838,-0.977099598,-1.06072828,1.814427374,1.264296212,-0.099401715,-1.133463868,-1.376470212,1.768840668,1.109962253,-0.078776966,-0.942528932,-1.693341117
ANLN,Q9NQW6,Actin-binding protein anillin,Q9NQW6;Q9NQW6-2,,3,0.432852537,0.922197848,-0.117349126,-0.951987073,-0.478506971,0.388465097,0.80330971,-0.378606844,-1.157753258,-0.770756643,-0.219689901,-0.600686695,-1.089727846,-1.381911731,-1.38194933
ANO10,Q9NW15,Anoctamin-10,Q9NW15;Q9NW15-2;Q9NW15-5;Q9NW15-3;Q9NW15-4,,2,0.046141782,-0.807679565,-0.866199771,0.250355272,1.874600266,,,,,,0.735002193,-0.503057088,-0.567703316,1.004753055,2.780688048
ANO6,Q4KMQ2,Anoctamin-6,Q4KMQ2;Q4KMQ2-3;Q4KMQ2-2;Q4KMQ2-4,Plasma membrane,3,-0.24002609,-0.61924839,-0.53629385,0.496820231,2.24735032,0.005328121,-0.239974975,-0.036599862,1.104202449,2.59552753,0.034638318,-0.543319994,-0.491956794,0.621805735,2.415028482
ANP32A,P39687,Acidic leucine-rich nuclear phosphoprotein 32 family member A,P39687,,3,-0.450202705,-0.357529463,-0.89802727,-1.24834776,-1.312186797,-0.739853873,-0.401329898,-1.068664896,-1.14570108,-1.134572062,-0.565225009,-0.348500497,-0.875460109,-1.53474641,-1.277708858
ANP32B,Q92688,Acidic leucine-rich nuclear phosphoprotein 32 family member B,Q92688;Q92688-2,,3,-0.338232161,-0.072149046,-0.615375441,-0.794432322,-0.992747079,-0.529239297,-0.044761603,-0.493865255,-0.830074999,-0.988905165,0.026304324,-0.123041104,-0.199122873,-0.778234257,-1.071754763
ANTXR1,Q9H6X2,Anthrax toxin receptor 1,Q9H6X2;Q9H6X2-5;Q9H6X2-4;Q9H6X2-6;Q9H6X2-2;Q9H6X2-3,Plasma membrane,3,-0.121659167,-0.452589657,-0.712764135,0.555423532,1.780184094,0.077789889,-0.521369824,-0.496691976,0.497535726,1.699729293,-0.679711738,-1.268052159,-1.33978328,-0.194839643,0.971221642
ANXA1,P04083,Annexin A1,P04083,,3,-1.357529463,-0.865884226,-1.408895095,-1.384282388,-0.75603851,-1.531739925,-1.034603564,-1.523753126,-1.759307108,-0.73787959,-0.965249009,-0.660269692,-1.081461107,-1.713781225,-0.612813946
ANXA11,P50995,Annexin A11,P50995;P50995-2,,3,-1.519073148,-0.775416347,-0.955144292,-0.789112451,0.070664101,-1.357048952,-0.261603962,-0.729865797,-0.653241628,-0.171287188,-1.080362446,-0.326769237,-0.590831765,-0.778852956,0.029982866
ANXA2,P07355,Annexin A2,P07355;P07355-2;A6NMY6,,3,-0.680058421,-0.322018266,-0.497934231,-0.149888691,0.924175915,-0.388487647,-0.065823218,-0.014689027,0.187641078,1.158013807,-0.258252592,-0.253566835,-0.225312022,0.093560176,1.163756333
ANXA3,P12429,Annexin A3,P12429,,1,-1.126769508,0.248777694,-0.997088695,-1.612460993,-0.350835238,,,,,,,,,,
ANXA5,P08758,Annexin A5,P08758,,3,-1.299773373,-1.141461934,-1.577379462,-1.561877514,-0.780710647,-1.738794166,-1.257459078,-1.782049667,-1.782198524,-0.809195532,-0.945915607,-0.862234192,-1.189285452,-1.876466228,-0.4744723
ANXA6,P08133,Annexin A6,P08133;P08133-2,,3,-0.442653633,-0.480478224,-0.695255342,-0.165402036,0.935912287,-0.258735814,-0.048710622,-0.186311144,0.122606463,1.15885403,-0.182196673,-0.267687379,-0.4263928,-0.135855465,1.451751815
ANXA7,P20073,Annexin A7,P20073;P20073-2,,3,-1.490983233,-0.921772749,-0.884513904,-0.846479989,0.125783332,-1.067001533,-0.6065838,-0.834055912,-0.888701547,-0.179204258,-1.04897925,-0.449453898,-0.521576912,-0.771914,0.196858801
AP1B1,Q10567-3,AP-1 complex subunit beta-1,Q10567-3;Q10567-4,Large Protein Complex,3,-0.519155848,-0.138520982,-0.312706349,-0.06617057,0.518031493,-0.182491344,0.103933991,0.008343459,0.082021269,-0.167749976,-0.16376883,-0.089006449,-0.139807904,0.178873958,0.388024176
AP1G1,O43747,AP-1 complex subunit gamma-1,O43747;O43747-2,Large Protein Complex,3,0.565792121,0.274410769,-0.543992941,-0.80664457,-0.539163094,0.749834574,0.456490772,-0.332698241,-0.773861439,-0.4566625,0.957543201,0.578310793,-0.285020406,-0.808462616,-0.564200746
AP1M1,Q9BXS5,AP-1 complex subunit mu-1,Q9BXS5;Q9BXS5-2,Large Protein Complex,3,0.521452826,0.572210593,-0.367769016,-0.907224257,-0.559260369,0.737773277,0.556012427,-0.206445329,-0.757013436,-0.4416148,1.030124161,0.834225787,-0.07975244,-0.71066127,-0.535645396
AP1S1,P61966,AP-1 complex subunit sigma-1A,P61966;P61966-2,Large Protein Complex,3,0.609093024,0.39462389,-0.424707034,-0.712716846,-0.460449077,0.880803052,0.075601085,-0.622887359,-0.834750486,-0.709127404,0.603881483,0.542406646,-0.539855079,-0.976049199,-0.809043863
AP2A1,O95782,AP-2 complex subunit alpha-1,O95782;O95782-2,Plasma membrane,3,-0.866278668,-0.412865475,-0.255046716,0.760348707,1.66848225,-0.527470638,-0.103658392,0.332163688,1.172487516,1.825134335,-0.481464861,-0.377182071,-0.019272722,0.999494968,1.704473619
AP2A2,O94973,AP-2 complex subunit alpha-2,O94973,Plasma membrane,3,-0.740866139,-0.50942987,-0.381028435,0.494466814,1.00367419,-0.59207083,-0.256648764,0.065710164,1.062259894,1.45206823,-0.494007476,-0.472589305,-0.032550998,0.734742131,1.428999926
AP2B1,P63010,AP-2 complex subunit beta,P63010;P63010-2;P63010-3,,3,-0.727069065,-0.324364699,-0.214307174,0.562376764,1.466809811,-0.561451638,-0.147553637,0.282973489,1.063571969,1.539580699,-0.400529851,-0.307376409,0.022900402,0.804218807,1.489491557
AP2M1,Q96CW1,AP-2 complex subunit mu,Q96CW1;Q96CW1-2,Plasma membrane,3,-0.808892211,-0.461005014,-0.274616563,0.708319689,1.493442391,-0.594312544,-0.199818651,0.281905924,1.068189259,1.634964929,-0.469289978,-0.401844449,0.001441974,0.875780063,1.474565835
AP2S1,P53680,AP-2 complex subunit sigma,P53680;P53680-2,Plasma membrane,3,-0.982961791,-0.508054574,-0.231125464,0.872946928,1.85937327,-0.58344126,-0.221707304,0.181802255,0.96820137,1.865839652,-0.472889618,-0.294933329,-0.069603273,0.863700624,1.738032794
AP3B1,O00203,AP-3 complex subunit beta-1,O00203;O00203-3,Endosome,3,0.884793263,0.005902957,-0.526348144,-0.098150321,-0.369426783,1.173639164,0.082566351,-0.2927226,-0.086032577,-0.302706566,1.271067049,-0.001154618,-0.209494844,-0.108814152,-0.466675875
AP3D1,O14617-5,AP-3 complex subunit delta-1,O14617-5;O14617;O14617-4;O14617-3,Endosome,3,0.867580222,-0.099339893,-0.421573263,-0.108191999,-0.401463282,1.155490198,0.08011186,-0.37452376,-0.154040334,-0.417790864,1.089023502,0.061568849,-0.377613104,-0.126580497,-0.481545433
AP3M1,Q9Y2T2,AP-3 complex subunit mu-1,Q9Y2T2,Endosome,3,0.861161366,-0.09398683,-0.543193851,-0.233328518,-0.250474313,1.093086862,-0.007014094,-0.326009476,-0.039606913,-0.366726902,1.217354814,0.036468167,-0.324310508,-0.098598226,-0.463986899
AP3S1,Q92572,AP-3 complex subunit sigma-1,Q92572,,1,,,,,,,,,,,1.140058764,0.128425389,-0.448508591,-0.330410784,-0.777442709
APEX1,P27695,DNA-(apurinic or apyrimidinic site) lyase,P27695,,3,1.203952854,1.468374782,-0.025411953,-0.886272834,-1.062444681,1.311096174,1.395446736,0.008773707,-1.057451715,-1.26246898,0.942157893,1.10614728,-0.137584317,-1.017358646,-1.437447392
API5,Q9BZZ5-2,Apoptosis inhibitor 5,Q9BZZ5-2;Q9BZZ5-5;Q9BZZ5-1;Q9BZZ5-3,,3,0.996750279,1.800206204,-0.06024685,-1.357825241,-1.710991854,1.160597546,2.016959791,0.329755086,-0.933793676,-1.465539918,1.254594043,1.837176291,0.253626278,-1.073211112,-1.714775355
APLP2,Q06481,Amyloid-like protein 2,Q06481;Q06481-2,,3,0.489542936,-0.67187587,-1.015811707,0.696973088,2.043309505,0.626018533,-0.690195172,-0.947472813,0.814591438,2.290807735,-0.337083584,-1.642504297,-1.940035652,-0.417752319,1.049142817
APMAP,Q9HDC9,Adipocyte plasma membrane-associated protein,Q9HDC9;Q9HDC9-2,,3,0.242572021,-0.723134147,-0.774108138,0.989647677,2.720519259,0.298423712,-0.651926252,-0.512637139,1.155425432,2.768374907,0.581206609,-0.618561567,-0.573982202,1.350327508,3.257945954
APOA1BP,Q8NCW5,NAD(P)H-hydrate epimerase,Q8NCW5;Q8NCW5-2,Mitochondrion,3,-1.150497065,-0.803292248,0.819014122,1.987793803,2.61402661,-1.030206674,-0.694227881,0.948227044,1.804136185,2.576377015,-0.763048241,-0.53038488,1.151534141,1.368433124,2.960771164
APOBEC3C,Q9NRW3,DNA dC->dU-editing enzyme APOBEC-3C,Q9NRW3,,3,1.583037624,1.596792058,0.18599337,-0.778753946,-0.846817264,1.8520388,1.637749339,0.047957107,-0.917760673,-1.175533546,1.326019542,1.179956847,-0.17563131,-1.009669535,-1.229483836
APOL2,Q9BQE5,Apolipoprotein L2,Q9BQE5,,3,0.107286135,-0.702961227,-0.861945734,0.595312689,-0.586124338,-0.075064012,-0.848193126,-0.488876103,1.204766751,2.964213778,0.183454754,-0.792307016,-0.662277492,0.285816472,2.751013746
APP,P05067,Amyloid beta A4 protein,P05067;P05067-9;P05067-8;P05067-7;P05067-11;P05067-5;P05067-6;P05067-4;P05067-3;P05067-10,Endosome,3,0.46550437,-0.721135031,-1.006651708,0.874128077,2.656107328,0.599413018,-0.883102982,-0.895126623,0.831471933,2.201727947,-0.238425366,-1.813448733,-1.916752586,-0.132736089,1.662433396
APRT,P07741,Adenine phosphoribosyltransferase,P07741;P07741-2,,1,,,,,,-1.249136277,-1.248313486,-1.678718377,-1.816138767,-0.803141199,,,,,
AQR,O60306,Intron-binding protein aquarius,O60306,,3,0.557679659,0.517426885,-0.121408048,-0.823804905,-1.184424571,0.580820836,0.796099328,0.235359447,-0.283017882,-0.991226293,0.066399229,0.254110242,-0.170458897,-1.035934123,-1.493946522
ARCN1,P48444,Coatomer subunit delta,P48444;P48444-2,Large Protein Complex,3,-0.301497012,-0.11478489,-0.183801724,-0.080087911,-0.072528265,-0.270225377,-0.024648622,-0.060638,-0.122130133,-0.099401715,-0.076371586,-0.15727052,-0.238170095,-0.224384715,-0.104821487
ARF1,P84077,ADP-ribosylation factor 1,P84077,Golgi,3,-1.328760984,-0.688566638,-0.4345588,0.200002066,0.780310099,-0.817511092,-0.293624168,-0.191623187,0.371503105,0.440314402,-0.69504512,-0.450991343,-0.219068437,0.143654635,0.610983471
ARF4,P18085,ADP-ribosylation factor 4,P18085,,3,-0.129150025,0.056722242,-0.405852786,-0.603884363,-0.213336732,0.14404637,0.102993993,-0.159734175,-0.453616669,-0.24851914,0.603691617,0.180020521,-0.224873585,-0.407019203,-0.257062484
ARF5,P84085,ADP-ribosylation factor 5,P84085,,2,,,,,,-0.027233835,0.005759269,-0.171579639,-0.36557401,-0.17193716,0.132247798,0.019203734,-0.466297123,-0.339765022,-0.116817141
ARF6,P62330,ADP-ribosylation factor 6,P62330,,3,-0.925110992,-0.351773876,-0.286057892,0.712551762,2.264266182,-0.568237992,-0.132941728,0.229218742,1.050745464,2.436508343,-0.39071782,-0.379507426,-0.123182513,0.912803131,2.170053235
ARFGAP1,Q8N6T3,ADP-ribosylation factor GTPase-activating protein 1,Q8N6T3;Q8N6T3-2;Q8N6T3-5;Q8N6T3-4;Q8N6T3-3,,3,-0.172099699,0.275126274,0.463099267,0.093154488,-0.202621724,-0.313064769,0.251688799,0.33433944,-0.091663587,-0.448370786,0.104873377,0.182946495,0.361656083,-0.131281632,-0.513090021
ARFGAP2,Q8N6H7,ADP-ribosylation factor GTPase-activating protein 2,Q8N6H7;Q8N6H7-2;Q8N6H7-3,,3,-0.501749132,0.234991741,-0.129260475,-0.166405515,-0.043378279,-0.049934776,0.619459965,0.355241844,-0.145334044,-0.312473423,-0.047681345,-0.029661686,-0.389583403,-0.418851251,-0.745357586
ARFGEF2,Q9Y6D5,Brefeldin A-inhibited guanine nucleotide-exchange protein 2,Q9Y6D5,,1,,,,,,0.343464676,0.301470587,-0.158912489,-0.847699742,-1.112194016,,,,,
ARFIP1,P53367,Arfaptin-1,P53367,,3,-0.590657947,0.071076162,-0.027969116,-0.223845466,-0.566720029,-0.432688206,0.29971356,0.581495871,0.206643224,-0.468391469,-0.28649773,0.143785225,0.114633549,-0.244462897,-0.242259852
ARFRP1,Q13795,ADP-ribosylation factor-related protein 1,Q13795;Q13795-3;Q13795-2,,3,-0.65560324,-0.499034825,0.73508887,1.643209718,1.854155273,-0.550274887,-0.389696804,0.631057706,1.507261854,1.6377957,-0.170864863,-0.255063933,0.881664619,1.58265234,2.142151997
ARGLU1,Q9NWB6,Arginine and glutamate-rich protein 1,Q9NWB6;Q9NWB6-2;Q9NWB6-3,,3,-0.036659054,1.024035935,-0.74872325,-1.545192408,-1.373439378,0.583711623,-0.92037954,-0.294331675,-1.272297327,-1.15662712,0.265076777,1.029841557,-0.278723596,-1.504304837,-1.521349117
ARHGAP1,Q07960,Rho GTPase-activating protein 1,Q07960,,3,-0.55147959,-0.205496795,-0.032521486,0.152248331,0.126972856,-0.441360106,-0.255012283,0.084880654,0.177598929,0.143001506,-0.381911731,-0.414691294,0.037874166,-0.178175517,-0.018278839
ARHGAP12,Q8IWW6,Rho GTPase-activating protein 12,Q8IWW6;Q8IWW6-3;Q8IWW6-2;Q8IWW6-4,,1,,,,,,-0.162573396,-0.1389816,0.156526059,0.845188935,0.745968715,,,,,
ARHGAP17,Q68EM7,Rho GTPase-activating protein 17,Q68EM7;Q68EM7-6;Q68EM7-5;Q68EM7-2;Q68EM7-3,,3,1.234685248,1.385099662,0.172999473,-0.683274978,-1.052595665,1.260567694,1.653610384,-0.0344558,-1.018614929,-1.290956452,1.436748182,0.837458899,0.013926706,-0.894161036,-1.436744229
ARHGAP35,Q9NRY4,Rho GTPase-activating protein 35,Q9NRY4,,1,,,,,,0.205642742,0.151209393,0.363339312,-0.355534545,-0.502300782,,,,,
ARHGDIA,P52565,Rho GDP-dissociation inhibitor 1,P52565;P52565-2,,3,-1.478265779,-1.091448376,-1.792257047,-1.50942987,-0.835960358,-1.551310448,-1.135015579,-1.473009761,-1.748020413,-0.813271266,-0.930077906,-0.700966398,-1.110884742,-1.767977854,-0.422733125
ARHGEF2,Q92974,Rho guanine nucleotide exchange factor 2,Q92974;Q92974-2;Q92974-3,,3,1.628773595,1.835560324,0.242084171,-0.662460158,-1.034189862,1.821995869,1.587653021,0.09423607,-0.850012316,-1.274738731,1.618896412,1.370610693,0.168385305,-0.780512379,-1.57067863
